Rank,Clan Name,Score,Leader Name
1,/pcrg/,706052478,Pang
2,Void,702259708,Z
3,KannaCult,699259152,TearGrants
4,MegaMilk,699184146,baeck
5,OniichanV2,696935947,HuggyF2p
6,Weepo,694706743,peng
7,Nii~Nii,694068003,Houshou☆
8,Yuibats,693860057,Tomo
9,MYArmy,693759543,Umaru
10,Imanity,693312038,Yon
11,Bracers,690989695,Krizz
12,Scarlet,690695019,Mat
13,Beepo,690436288,LeonidasII
14,Oasis,687556520,Miyuki
15,Invidia,686243719,Ring
16,FuwaFuwa,679962928,Chiyo
17,Oniichan,677600017,Maou
18,The Mist海霧,673110700,K.A.
19,Eclair,668997325,Zeftyy
20,OniichanV4,667674440,eLeVeN草
21,PecoClub ,666831227,MrWolf
22,WeLoveTim2,664752552,Serecola
23,Fukano,664487408,dingle ☆
24,Haunted,663948472,Venom
25,AEGISEoG,662537810,Racter
26,WeLoveTim3,661263915,Ekzann
27,Salivation,660632507,Muse
28,CafeQuanta,659540055,Ghiradell
29,Night 0%wl,659400106,Zennou
30,EoS,658879827,Raven
31,WeLoveTim6,655189915,Kitten☆
32,WeLoveTim4,653627687,DaVinci
33,WeLoveTim5,652677770,Phoenix
34,SkyV2,650405974,Lino
35,MQH,649214634,Ace
36,VG-MightS,646532255,Kishi-kun
37,WeLoveTim,645774569,Zyf
38,Wicked Fox,644843434,Xhian
39,Schwarz,642366239,Poke
40,Ever Tale,639343518,Tear
41,Eternum,636719409,Jester
42,日本酒,636579570,臥室裡的琉璃在打炮
43,Midnight,632320336,Dalamar
44,お兄ちゃんV69,631882031,Nyan'sKid
45,Neko Nyaan,631178251,Sashandra
46,VnSharing,630116013,Artorias
47,Realm,625000569,Aku
48,Royalty,624751833,Ashevish
49,Re:wind,617821184,Mars
50,WeHateNph,617006096,Npheria
51,France,615718299,Nomis
52,Mist,615528889,Nub
53,Abyss,614953240,NysAshura
54,TsunTsun,609686785,Omonomous
55,Nousagis,608311709,Renne
56,Sent,608073661,SentryCore
57,Kokko Club,606048380,Rasec
58,Waifufans,605083121,elmoebuta
59,Stealers,603146587,narzack
60,Zero,602914445,Asariel
61,Luxuria,600303856,Leisten
62,kusa boys,598995405,TFG
63,Origin,596912478,TS
64,ClubCosmos,595938814,Rimuru
65,Ignoto,594369878,JSar
66,PrincessLa,594260710,Peloncho
67,Maple Tree,593093345,Maple
68,Prismatic,592948786,Yousomaru
69,AtelierCT,588648615,Kurogane
70,Weebs Out,588483739,Rexxa
71,Blush,581714085,Sam
72,Fate,577170007,Kyo
73,WolKnights,576377194,czu0delta
74,Hoji,576324987, Cheese
75,Tsuki,572052850,Yuuki
76,Pain Peko,571326596,Ascho
77,Akukin,570950907,MadHatter
78,夢スター,569555781,悪夢スター
79,Symphonia,569400099,paoh
80,Sanc,568871098,iansky
81,Waifufans2,568296859,Adrien
82,Life Raft,568202194,AuraFly
83,AvgD,566755534,Ted
84,Midnight 2,565896057,Lelouch
85,Re:Zero,565613975,RAMKALI //
86,BebekBakar,565086228,BB｜anzai
87,VG-MightSC,564952621,rara
88,Kyaruland,559069454,hori
89,Kaiba Corp,557412490,Monoultra
90,UragiriCat,557405706,Azhriel
91,Re:Roll,556583685,Marchez
92,Dewar,555674258,Deecato
93,ClanPotato,554729675,Sheiter
94,bonboncult,554560677,uwu i cute
95,Vroom,554393337,Chie
