Rank,Clan Name,Score,Leader Name
1,Oniichan,677600017,Maou
2,Ethereal,526851454,Pang
3,Void,524440431,Z
4,KannaCult,521749203,TearGrants
5,Weepo,517890512,peng
6,Sky,517353099,Houshou☆
7,MegaMilk,517093089,baeck
8,Imanity,516506947,Yon
9,SarenCult,516286073,HuggyF2p
10,MYArmy,516153069,Umaru
11,Beepo,515939728,LeonidasII
12,Yuibats,515009867,Tomo
13,Bracers,514641859,Krizz
14,Scarlet,512876199,Mat
15,Oasis,511075825,Miyuki
16,Invidia,511040841,Ring
17,FuwaFuwa,507481047,Chiyo
18,The Mist海霧,505888770,K.A.
19,Eclair,498058487,Zeftyy
20,HaatoCult,497759771,eLeVeN草
21,PecoClub ,497315107,MrWolf
22,Fukano,496263489,dingle ☆
23,Haunted,493776744,Venom
24,WE AUTOCB2,493038580,Serecola
25,We AUTOCB3,491459111,Ekzann
26,WE AUTOCB4,489600127,DaVinci
27,CafeQuanta,488464310,Ghiradell
28,Salivation,487922481,Muse
29,EoS,487275157,Raven
30,AEGISEoG,485937238,Racter
31,We AutoCB5,485440952,Phoenix
32,We AUTOCB6,484802064,Kitten☆
33,Night 0%wl,483612119,Zennou
34,Ghosts,483348140,Lino
35,We Auto CB,480070452,Zyf
36,MQH,479411233,Ace
37,Wicked Fox,479361643,Xhian
38,VG-MightS,479119728,Kishi-kun
39,Eternum,476945533,Jester
40,Ever Tale,474159272,Tear
41,日本酒,473020576,臥室裡的琉璃在打炮
42,Schwarz,471600077,Poke
43,Neko Nyaan,470615361,Sashandra
44,「Onigiri」,469631528,Nyan'sKid
45,Re:wind,469265545,Mars
46,Realm,466943976,Aku
47,Royalty,466735017,Ashevish
48,Midnight,463800070,Dalamar
49,VnSharing,461622197,Artorias
50,France,458539877,Nomis
51,Mist,458266676,Nub
52,WeHateNph,458206612,Npheria
53,Abyss,458185690,NysAshura
54,Waifufans,452997085,elmoebuta
55,TsunTsun,452828844,Omonomous
56,Zero,452635797,Asariel
57,Nousagis,452590328,Renne
58,Sent,452378966,SentryCore
59,Stealers,449549691,narzack
60,Kokko Club,447277883,Rasec
61,Luxuria,445844121,Leisten
62,Prismatic,445705771,Yousomaru
63,Ignoto,445688444,JSar
64,ClubCosmos,443655172,Rimuru
65,Origin,442137521,TS
66,PrincessLa,441363227,Peloncho
67,Maple Tree,441005402,Maple
68,Weebs Out,440428188,Rexxa
69,kusa boys,437133982,TFG
70,WolKnights,437129365,czu0delta
71,Fate,436080985,Kyo
72,Blush,435309546,Sam
73,AtelierCT,434990378,Kurogane
74,Hoji,431713583, Cheese
75,夢スター,430698102,悪夢スター
76,Symphonia,426732362,paoh
77,Akukin,426134553,MadHatter
78,Pain Peko,425037831,Ascho
79,Life Raft,424738396,AuraFly
80,AvgD,424458327,Ted
81,Tsuki,423800082,Yuuki
82,Sanc,421651421,iansky
83,Re:Zero,420835011,RAMKALI //
84,BebekBakar,420636367,BB｜anzai
85,VG-MightSC,420636067,rara
86,Midnight 2,419938178,Lelouch
87,Kyaruland,419333136,hori
88,Waifufans2,416982581,Adrien
89,Re:Roll,416976791,Marchez
90,ClanPotato,416240546,Sheiter
91,Gomen YUI,416065458,Nanashi
92,Dewar,415806129,Deecato
93,Vroom,415541101,Chie
94,L.G.D,415434086,Kal’tsit
95,Kai Zen,415157628,HafaraSama
96,NicoNico,414887080,wham
97,bonboncult,413584658,uwu i cute
98,Kaiba Corp,413559368,Monoultra
99,HoloMyth,412655091,SkyDragger
100,Neko Cafe,412629261,Wizi
101,UragiriCat,412420682,Azhriel
102,Setoukai,412159735,Yumenano
103,Subatomos,411942502,Baka
104,Hololive,411208260,Pekora
105,Phantasia,410657304,Wolf
106,Fox Sins,410201041,Jalonsof
107,BoarHat,409269239,Tendou 
108,Akari Cult,409095237,LuismyP
109,BGG,408116821,SpokBlok
110,Flandore,408016858,LenXca
111,Ellinia,407673286,wutty
112,身喰らう蛇,407585878,Kamia
113,Feather,407548039,Dust
114,Pokkake,405725846,Apphole
115,Ganbatte!,405490099,Akram
116,TheOffice,404649423,Hollocho
117,PekoMiko,403841474,Gellal
118,CunnyInc.,402386036,Luciana
119,4clan,401684563,Spaerk
120,Wyvern 13,401512684,SeulRay
121,Fantasy,400541230,Kan
122,7 Clowns,399960260,Cantabrum 
123,Light☆EMT,399288336,Zenovyx
124,戦 Evolve,398301610,Aoimiruki
125,Pandaverse,398017237,Sirson
126,MapleTree,397940307,Eternalis
127,Moonlight,397848801,Canioden
128,Tojo Clan,396790085,lemonguy
129,夜明け,396279414,Tsuki
130,Weebs,395269776,Fushi 
131,Anbu,395064816,Keiichi
132,UwUGirls,394493104,PandaKun
133,EQX Dawn,394230469,Less
134,YabaiYabai,393484457,Kraylore
135,Yum,393353294,Mochi
136,Ambition,393206352,H
137,Awaken,390571334,riripwn
138,The Empire,389179015,Prismal ★
139,Downtown,389048080,Fal
140,Misters,387074519,Spagoots
141,Aegis ,386907152,Jasawn
142,Niflheim,386598178,Xian
143,WHSAcademy,385041529,Metastone
144,EQX Noon,383130142,JacobGP
145,Shrimp.exe,382921564,Avaradus
146,Melon パン,382690465,Shark
147,Mythical★,382655703,ECHO
148,ShizuShizu,382261292,OmniRaka
149,Omnia,381907552,Riaky
150,1+1=3,380486328,Keelus
151,Sritter,380406411,BishA
152,Radiance,379849778,Osmium
153,MapleTree,379206478,Millhiore
154,Forced2pay,379113361,Mister
155,Moontights,379095364,NikeXTC
156,KururinPan,378862756,HYPE
157,Waifufans3,378654150,Homie
158,梦NIGHTMARE,378544110,Yan-chan
159,TheMunchys,378544058,iDomo
160,Shikigami,378076874,Nico
161,Tea Party,377155177,Rudeus
162,FBIOpenUp,376702052,pipo
163,Shibanban,375316774,Twick
164,Fenrir,374276926,Kurikari
165,Dreamer VN,373892402,Derumu
166,HsHome,372937227,Nanicorenu
167,Hestia,372912748,Valdis
168,Spatzele,372537557,Rena
169,Mystic,372243377,OmiD
170,Kujira,372099286,Yukkiko
171,Boba,371449645,deebee
172,StealJewel,370171982,Naniiiii
173,IMAGINE,369996127,sleepyhead
174,Milktea,369556067,Rie
175,SunShineVN,367966181,shirod
176,tit good,367731603,Sera
177,KENUM ,366861747,マスター
178,Sweatshop,361736160,kbh
179,Bakuhatsu,361196652,Megumin
180,Depressed,361172938,qq
181,KASKUS,361168130,zer0
182,Takopa,360210673,AkitoEX
183,LostCause,359988264,PimekS
184,Goats,358038728,Viscule
185,Amber 火,357671925,Yajirushi
186,Snowflakes,357057384,Woobles
187,Attic,356591153,PoorNic
188,Mofu Mofu,356524573,Expe
189,Dark★EMT,354950605,Ayn
190,O x O,354841911,Dawn
191,SevenGates,354432843,7G☆Ging★
192,GrandOrder,353549350,Satoshi
193,Waifu Meta,353545659,ムーギリ
194,Chupacabra,353442655,Alastor
195,Mondstadt,351632153,Agus
196,<Baneados>,350920207,Luphelion
197,美食殿,350813094,ユウキ
198,France:Re,350235011,Lydux
199,Cryolyte,347793106,Enviar
200,Paladin,346596310,Yuukimura
201,PAN,346422572,Alonso
202,Handfuls ,345381613,sey
203,Nobility,345354653,sojaes
204,MeatIsGod,345139144,Groob
205,nyab,344207306,Dangergun
206,PecoLewds,343055044,SarenMama
207,Black Cat,342079151,Chris
208,Hatsu☆mimi,341962887,Natsumi~
209,EQX Sunset,341821887,KanonHeart
210,Ka Boom!!,341407124,Boomking
211,0x0,341295693,Red
212,ZeeebFam,341059303,Hordian
213,Winx Club,340758942,manaketez
214,Choten,340726816,DarkGe
215,Re:Salt,339873172,Ezo
216,Ahjin,339649724,Spidre
217,Exodus,338267411,AngelVOC
218,EX:Brave,337871394,Noxte
219,Elysian,336505785,カレイド
220,WorldOrder,335676455,EternalGod
221,De'Empire,335555759,De'Keins
222,FTQ,334532991,Altriaki
223,EOE,334127157,Oani
224,SOSBrigade,334106952,NovaKing
225,Specialist,333879130,Ana
226,Hebe Hill,333680899,Dylan
227,Starfall N,333680004,Megumin
228,Marigold,333500115,min (ミン)
229,Lichyard,333374360,Xero
230,NO RESIN,332781189,PohonSange
231,DNight Sky,332595521,Yuuki
232,Skyfarers,332567064,Iverna
233,NSFW,332410331,Psyclops
234,JoJoBase,331310973,Janember
235,Korone,331124826,Anri
236,DLWarriors,330645440,GamRHero95
237,AllForOne,330113720,Yuuki
238,Space,329431630,Elatha
239,DLC CAFE,329198169,Lee
240,Primrose,329107671,Palette
241,Tryhard,328672894,Hanashee
242,SleepyMats,327962603,Kareef
243,Gourmet,327923974,Nguyen
244,Kali,327472854,Tiir
245,MrStroking,326629539,Arap Petra
246,MajinGods,325992875,Loliseo
247,Flashlight,325063268,Piixers
248,Doge,324997695,Konpeko
249,Moon Tree,324933110,Rakuda
250,Valhalla,324720260,Russell
251,Hololive ,323710917,Serath
252,RE:,323648901,Mar
253,Salamander,323522930,Butterfly
254,S. Kinshi,323481820,Akio
255,Uncharted,323438929,Another
256,Enet,322673748,Zeal
257,CBT Gang,322288246,Seiba
258,Origami,322160520,Soldeum
259,LATIN@S,321068984,ll Zero ll
260,Teh Slax,320933845,Pufftrees
261,Heavenhold,320508936,Alter-Gran
262,PrinsεxLa,320170046,Sayu-chan
263,Puzzles,319833387,Basil
264,Illuminati,319643812,Lucciana
265,Maidos,318707176,Ocifer
266,One More!,318393573,Aegis
267,SoCal,317542057,E30
268,Vanished,317470549,VA Tragedy
269,DereDere,317065934,Choccy
270,TeaParty,316071602,Sehesael
271,BLANKET,316061088,Xenoid
272,Pleiades,315788960,Hika
273,Tenryuu ,315605931,★ Kcalb ★
274,LilyPog,315365359,kowze
275,Ascent,315034079,Synchro
276,Rem Lovers,315019106,in0x
277,ChaoGarden,314661154,Dante
278,WeebLounge,313849527,Division
279,PrincessSR,313810104,Yuuki V2
280,Astoria,312374638,Shifune
281,Solace,310343753,Tel
282,TinyHerb,309583492,Rain
283,PriNewYear,309436880,Yuute
284,uwumetic,309245544,Hakeru
285,Waifu,309107277,ShadowFTL
286,Pricunny,308683835,ChaiRaba
287,Friends,308159155,Dys
288,Gomen Yui,307092402,Meteor
289,4ntureplay,306818130,Anecdote
290,Simp City,306676441,Yasakura 
291,vrai zero,305678470,Wolfnagi
292,C I I C,305097435,Lazurak
293,Taikonnect,304974622,Kaem
294,ChainX,303868214,SakLite
295,Gojo Fans,303690756,Ichigo
296,RED,302918123,Rasenryu
297,Lucina,302543602,iStebz
298,ISEKAI V,302474507,Episode
299,Peco'sPeco,301741604,めんたいこ
300,Elfera,301032927,Weaver
301,Waifu4Laif,300433211,kyo
302,Kappa Clan,299741710,Raka
303,Hololive,299006481,ティーザー
304,Leg Latina,298890575,Kayn
305,Nslb,298773772,Sabian
306,TamakiGang,298630969,Loran
307,Genocide,296774779,ルミナリ
308,Arknights,296724780,HungryMe
309,dark gang ,296608385,Regris
310,Teamates,296083341,Jolt
311,Aki Kouhai,295703230,Hazeru
312,PandaClub,295469044,Gillian
313,Mugae,294669742,ShinoTomoe
314,Red Army,293469566,RKudryavka
315,月夜の黒猫,293420291,Gericho
316,DELTA,293056055,VAZLEC
317,Matcha,292286836,Byrat
318,Korosters,292117112,Saaya
319,Tenshoukai,291856613,Yumenano
320,Esperanza,291288108,Jake
321,MapleTree,290879004,Kakashi
322,Send help,290841832,Kaju
323,TakeItEasy,290731085,redo
324,Cinnamon,290086761,Yohanne
325,GawrGuraHQ,289614221,Spaceguy♪
326,Thigh Men,289308556,Mico
327,Peco.wav,288999767,Liesel
328,AmeliaHQ,288568221,Loli Lime
329,MilkGod,287311606,WaffleIron
330,Truckkun,287292180,Chinen
331,IndoWar,287219579,Azterisk
332,Solstice ,286904314,Yuu
333,F2PBTW,285915788,Megazers
334,Wut House,285797809,Wiggle
335,BattleBuds,285773987,Reality
336,Requiem,285607919,Not Joel
337,Dangomunch,285257909,Neptune
338,Dramatica,284497914,s1ruth
339,Gamer 会,284455380,Gordon
340,Wings INC.,284394632,wingstop
341,XCMoogles,283832676,Rald
342,Union,283447031,Exemplar
343,Paws,283397336,Acrzyguy
344,Creamation,283378453,Yuuki
345,NeropolisA,283074528,SerackSK
346,CurryKatsu,282483511,Eva - 鶏
347,Kokkonuts,282482315,MadeToMaid
348,K.F.P,281765775,Utoko■
349,PriconneID,281509523,ciri
350,FuG,280298697,Turtle
351,Fox Titans,279950386,Berto
352,HAACHAMA,279871939,DarK
353,Clan CDF,279453307,Riyria
354,Mechafe,278834818,Mechaf
355,Yabai Desu,278431243,Feny
356,Hotglue,277854644,Gene
357,INDONESIAN,277403625,FawnClaw
358,Haru Haven,276827737,Guisterix
359,HololiveLA,276595005,Kampunk
360,Smokin' C,276489921,Eli
361,Sparkling,276230156,Dunno
362,DragaliaSG,276223898,Shift
363,Mekakucity,276055033,Shintaro
364,Kaminari,276000063,Reiya
365,Hololive,275368160,4649
366,KingdomAR,275114796,Arphenia
367,Summer,274833817,Ziltoid
368,DHARK,274760948,@Skadi
369,Gignomai,273568254,はじめ
370,AvgD2,273067287,Jaxe
371,Izanami,272982016,hltaker
372,Peanut,272512390,Furotsu
373,Nyanpasu,272316311,MisogiCult
374,KaiZephyr,271099922,Sepher
375,Soft,270192163,Pikadrew
376,Discrot,269949723,Erahase
377,MeowCafe,269638365,Girameow
378,Myujiku ♪,269193741,Julia
379,NORTHWILDS,268808614,RYUGANorth
380,Traverse,268520387,Skyicing
381,ViViVi,268365599,gowoon
382,MapleTree,268200073,Xekie
383,Bread Gang,268200058,Harzgard
384,OutlawStar,267574249,Mugen
385,ELT,267118189,RIN
386,UNIQLO!,266477885,Kinohara
387,Descension,266331734,Azi
388,KnightRaid,265953919,Katz
389,Anubis,265048894,Jrizzle
390,DGD,264862096,Kamina
391,Garuda,264608435,BeingX
392,Hatdog,264172897,Missa
393,Familia,264051458,Cake
394,Bismarck,263694186,Larxe
395,Axis Cult,263382732,Ryuuki
396,Heaven,262679568,Tomoya92 
397,Wolhaksong,262423882,RFK
398,Cataclysm,259392783,Lunamiel
399,Alma,259122699,Sthena
400,ハーレム王,258996530,クレオラ
401,Jaegers,258675125,Anschluss
402,Latinos MX,258094964,Chermy
403,Yuru Camp,257851657,Karoshi
404,Usada Co.,257561293,Zo
405,Crunchyrol,257420470,MantasChan
406,Kit Kat,255746581,notlinkin
407,Nousagi,254594499,Cyandel
408,Panda,253635166,Domaru
409,Hololive,253422581,Shishiron
410,Lux~ae,253375127,Tamhar
411,Ahjin,253151398,Akatsky
412,Neehongo,252944672,AkaBaka
413,AzurKnight,252772574,Teika
414,Sabnockers,252674977,Brazil
415,RoyalFelt,250930734,Asira
416,Ragnarok,250303475,Snaw
417,Astrum,250158198,Kyo
418,Asakusa,250059536,Sol
419,Melody♪,250045056,Wolke
420,Shelter,249843508,Eunwoly
421,FuGs,249752463,Raider
422,GibWaifus,248554832,Darkdragon
423,LegionEren,248360775,XxSunderxX
424,Gacha Hell,247251819,Astro
425,Highly UwU,246907882,Macroism
426,Polaris,246613324,Atofe
427,ThiccHeart,246553777,Makoto
428,Bard'sKing,245436610,Loken
429,Delicious!,245368116,Kujikawa
430,Exaltia,245075656,Nyto
431,Weebs,245040252,Waffle
432,Paper Moon,243724516,Eri
433,Furries,243132474,Rana
434,Imperium,243110691,Nao
435,PRZK,243103079,Ozrealix
436,OverFly ES,243015449,RM Zero
437,PR TEAM VN,242033785,Kano
438,GatoClub,241785650,GatitoMon
439,Milk,241758762,milk
440,Diliconne,241463027,Euclius
441,Clan,241430323,Brandy
442,Futas Only,241410385,リサ ☆ ～('▽^
443,REBELLION,240941689,NekoMG2
444,Megumi,240385404,Pots
445,Cafe Kani,239087880,Eilthis
446,WeebDaPepo,238659731,Runic
447,Kitsunebi,238590905,Chremity
448,Endless,238456483,Angel
449,Bonk,238324975,Jayson
450,Cunnychads,237402254,Leinadris
451,Lostbelt,237364175,Concord
452,Zephyrion,237037716,placey
453,Deadbeats,236840495,Demonthief
454,Roselia,236377554,Jake
455,Legend,236330240,Shyc
456,AWAKEN,236103996,Andell
457,KyaruThigh,236022728,ゆめ
458,Kyaru Cafe,235652441,Voidec
459,★★★HH★★★,235228387,Hygurozuto
460,DarkStrayX,234273801,Vayne
461,Khaenri'ah,233991739,Kholdy
462,Miku,233631594,Miku
463,VALHALLA,233566928,Reus
464,Biddies,233550592,Lulu
465,☆☆LAZe☆☆,233504468,awestyn
466,CalliGuh!,233466840,Zyphodeu
467,Pecoline,232999845,Noel
468,Waffles,232783533,Puddin
469,7thElement,232099939,Kaden
470,Bakaforce ,231009858,Rem
471,DoggoReich,231000216,Gody
472,Casual,230734290,Chat
473,~Pandora~,229697200,XerxeAlice
474,Taurus,229422643,れい
475,Neo Magius,229233164,Naruko
476,Monogatari,229156303,今日子
477,Waifu,227891086,ZeroTwo
478,Ducky,227769648,yong詠
479,Sad Sharks,227621548,Obsidian
480,LoliBuster,227621482,Xiong
481,River,227413411,チャンディー
482,Ita-Legend,226984327,Calle91
483,TGM,226920763,Yarumada
484,Echoes,226442426,ミステール
485,Waifu Hunt,226423487,MadWasabi
486,Yulandia,225447596,Oogu
487,Hololive草,225118228,Noctis
488,Eclipse,224919703,Zxadv
489,Steve Club,224520658,Licia
490,Bullies,224069580,sevi
491,KGGI,223939095,Donoven
492,Famyth,223855387,Ryan
493,BananaMilk,223804179,ShinLao
494,Pequod,223704950,Bagarel
495,LoliHentai,223390077,Lennartz
496,OJISAN,223357946,Jubei-chan
497,Hive,223135993,Hubby
498,Yuuki Corp,223061413,Yuuki
499,RatAegis,222508879,Tanishq
500,LoneFenrir,221831877,Blackroxx
501,NyankoDays,221216710,InuDemon
502,Indigo-Go,220712956,プロミ
503,Tiramisu,220517523,Nycris
504,Luminera,220434130,AakBamba
505,AozoraWing,220353412,HongBoi
506,CCB,220163483,Shiina25
507,Nazarick,220039540,Snowind 
508,Twilight,219779645,DoReMi
509,Z.H.P,219610387,Shark
510,Itogami,219539828,Kojou
511,Priconne,219274355,Oriole
512,Knights LA,219056528,Kike
513,Rebirth,219027147,Birdy
514,Degenowets,218805438,XKaz
515,PotumParty,218798410,Meow
516,MewMewCafe,218655993,Bangumi
517,Tea Party2,218320687,Sylphiette
