Rank,Clan Name,Score,Leader Name
1,のです Void,635664914,Phoenix~
2,ArisaCult,625646137,Halcyon
3,Ethereal,624861146,Pang
4,メガ MILKERS,622889898,Ding Doung
5,KannaCult,616411745,TearGrants
6,FuwaFuwa,615665522,Chiyo
7,Weepo,612022412,peng
8,Re:wind II,610630218,Miyuki
9,SarenCult,609320151,☆ Huggy
10,Beepo,606402933,LeonidasII
11,Imanity,597800083,Yon
12,Washed,595683324,宝鐘マリン ☆
13,Eriko Cult,595379379,Umaru
14,Aurora,590885462,Tomo
15,Haunted,574514649,Venom
16,The Mist海霧,572750291,Mumu
17,Eternum,570633992,Jester
18,CafeQuanta,567978732,Ghiradell
19,WeLoveTim2,567932879,Serecola
20,WeLoveTim6,564473516,Kitten☆
21,Night 0%wl,563809006,J-Klump
22,Schwarz,563778568,Poke
23,Luxvidia,563355445,Leisten
24,Royalty,560685467,Ashevish~
25,Falkonne,560023899,Sparrow 狐
26,MQH,559826185,Ace
27,AEGISEoG,559313507,Racter
28,WeLoveTim3,558401968,vx
29,Neko Nyaan,558206325,Sashandra
30,PecoCult,557950736,Lino
31,WeLoveTim4,549555636,DaVinci
32,WeLoveTim,548658263,Zyf
33,We:hateCB,547894490,Mars°
34,Eclair,547792644,Zeftyy
35,Realm,545784754,Aku
36,AtelierCT,544923604,Kurogane
37,Ever Tale,544196845,Tear
38,WeLoveTim5,543724218,Ω Shiraori
39,Zero,543663728,Asariel
40,kusa boys,539358875,TFG
41,Waifufans,533632017,elmoebuta
42,日本酒,530967755,臥室裡的琉璃在打炮
43,Wicked Fox,530518084,Xhian
44,Origin,528499549,TS
45,BebekBakar,527750616,BB｜anzai
46,「Onigiri」,527029720,Nyan'sKid
47,Ignoto,525156317,JSar
48,Salivation,523773144,Muse
49,Midnight,521697443,Shiroe
50,Stealers,518329322,narzack~
51,TsunTsun,517944883,Omonomous
52,EoS,517107363,Raven
53,Nousagis,516935812,Renne
54,Midnight 2,515742714,Chio
55,ClubCosmos,514073722,Rimuru
56,Mist,510885805,Nub
57,France,510182203,Nomis
58,Blush,506467204,Sam
59,Abyss,504845005,NysAshura
60,VnSharing,502397246,Artorias
61,Maple Tree,502362102,Maddie
62,Life Raft,499202926,AuraFly
63,Mafty,497082324,Erin
64,Kokko Club,496247267,Rasec
65,UragiriCat,494266983,Perruno
66,Fate,493760641,Kyo
67,Gomen YUI,492999114,Nanashi
68,WeHateNph,492311843,Npheria
69,PrincessLa,491759350,Peloncho
70,Femboys,490048524,Mega Milk
71,Akukin,488198752,MadHatter
72,EQX Noon,487073743,JacobGP
73,Excedia,486019797,Dawn
74,BoarHat,484093339,Maximus
75,Subatomos,483990116,Baka
76,Kyaruland,482996828,hori
77,Prismatic,482364630,Yousomaru
78,Shrimp.exe,480688290,Avaradus
79,Tojo Clan,480415957,lemonguy
80,Dewar,480055617,Deecato
81,Vroom,478986246,Chie
82,AvgD,476539052,Knife
83,Fox Sins,476329236,Jalonsof
