Rank,Clan Name,Score,Leader Name
1,のです Void,862099854,Phoenix~
2,Ethereal,846676100,Pang
3,FuwaFuwa,830976403,Chiyo
4,Re:wind II,830971166,Miyuki
5,ArisaCult,830953110,Halcyon
6,KannaCult,830350100,TearGrants
7,メガ MILKERS,829276525,Ding Doung
8,Weepo,829232198,peng
9,Beepo,822576436,LeonidasII
10,SarenCult,822495965,☆ Huggy
11,Imanity,815473565,Yon
12,Eriko Cult,811682664,Umaru
13,Washed,808066500,宝鐘マリン ☆
14,Aurora,799079128,Tomo
15,Haunted,773543298,Venom
16,The Mist海霧,771568768,Mumu
17,WeLoveTim2,768281268,Serecola
18,Eternum,766781969,Jester
19,CafeQuanta,765720590,Ghiradell
20,YukariCult,765598828,J-Klump
21,Schwarz,764890112,Poke
22,WeLoveTim6,763952591,Kitten☆
23,Royalty,761680043,Ashevish~
24,AEGISEoG,760861687,Racter
25,Luxvidia,760303059,Leisten
26,Falkonne,758451735,Sparrow 狐
27,MQH,757277192,Ace
28,WeLoveTim3,753517630,vx
29,PecoCult,752119926,Lino
30,We:hateCB,751136088,Mars°
31,Neko Nyaan,746720729,Sashandra
32,Eclair,743765485,Zeftyy
33,WeLoveTim,742148816,Zyf
34,WeLoveTim4,739750445,DaVinci
35,Realm,737685735,Aku
36,Ever Tale,737400006,Tear
37,WeLoveTim5,736670585,Ω Shiraori
38,kusa boys,734195761,TFG
39,AtelierCT,731544425,Kurogane
40,Salivation,731019727,Muse
41,Zero,729468645,Asariel
42,「Onigiri」,723752960,Nyan'sKid
43,Waifufans,715095011,elmoebuta
44,Wicked Fox,714787219,Xhian
45,Midnight,713480825,Shiroe
46,日本酒,713072402,臥室裡的琉璃在打炮
47,Midnight 2,710926192,Chio
48,Stealers,710526893,narzack~
49,BebekBakar,710344897,BB｜anzai
50,Origin,707040473,TS
51,EoS,705430143,Raven
52,Ignoto,704857496,JSar
53,VnSharing,704642924,Artorias
54,ClubCosmos,699952712,Rimuru
55,TsunTsun,698052112,Omonomous
56,Nousagis,695600104,Renne
57,France,691767274,Nomis
58,Maple Tree,684265464,Maddie
59,Mist,684072479,Nub
60,Life Raft,683395647,AuraFly
61,Blush,682335072,Sam
62,Kokko Club,679306939,Rasec
63,Gomen YUI,674615994,Nanashi
64,Mafty,674289598,Erin
65,Abyss,673665051,NysAshura
66,PrincessLa,671455416,Peloncho
67,UragiriCat,669957296,Perruno
