Rank,Clan Name,Score,Leader Name
1,Sky,292848499,Houshou☆
2,Scarlet,292115938,Djk
3,KannaCult,290737005,TearGrants
4,SarenCult,285950707,HuggyF2p
5,Oasis,285004834,Miyuki
6,Sweatshop,284393269,Phoenix
7,Weepo,283827826,peng
8,Yuibats,281936907,Tomo
9,BracerSSS,281812889,Krizz
10,Ethereal,281311084,Pang
11,Beepo,281165876,thief
12,Imanity,277659038,Yon
13,KyaruSigh,275719074,Umaru
14,Fukano,274933281,Golem
15,The Mist海霧,273411655,Muai
16,FuwaFuwa,272535500,Chiyo
17,MegaMilk,270812354,baeck
18,Haunted,269004693,Venom
19,We Auto CB,266254724,Zyf
20,PecoClub,266178451,MrWolf
21,Re:wind,265784046,Mars
22,WE AUTOCB2,265661478,Serecola
23,Invidia,265213663,Ring
24,Carnage,264825116,11
25,DankSoul,264745273,Nervus
26,CafeQuanta,264446656,Ghiradell
27,VG-MightS,264394067,Kishi-kun
28,Night Owls,264374502,Zennou
29,Ghosts,263947674,Lino
30,We AUTOCB3,263528108,Ekzann
31,Eternum,263400055,Jester
32,「Onigiri」,259646786,Nyan'sKid
33,Ace Fans,258975338,Ace
34,WE AUTOCB4,258156031,Lovely
35,AEGIS,256704484,Racter
36,EoS,256279882,Raven
37,Royalty,252721139,Ashevish
38,Eclair,252588539,Zeftyy
39,Neko Nyaan,252313530,Sashandra
40,Midnight,250521863,Dalamar
41,Prismatic,250215645,Yousomaru
42,Eden,249657448,MSTKid
43,Salivation,249435161,Muse
44,Kenjataimu,248902079,Kitten☆
45,Zero,248430477,Asariel
46,Ever Tale,248026767,Tear
47,日本酒,247772047,臥室裡的琉璃在打炮
48,We AutoCB5,245180063,Phoenix
49,Realm,244305172,Aku
50,Weebs Out,243838898,Rexxa
51,Wu,241694584,=mio=
52,France,241545281,Nomis
53,Origin,240932129,TS
54,VnSharing,240186978,Artorias
55,Ignoto,239338896,JSar
56,Solace,238768069,Losara
57,Wicked Fox,238662967,Foxy
58,ArchZero,238321790,Rimuru
59,TsunTsun,236235031,Omonomous
60,Sent,235336120,SentryCore
61,Mist,235105355,Nub
62,Nousagis,234701461,Renne
63,Eclipse,234399735,Wolf
64,Waifufans,232846367,elmoebuta
65,WeHateNph,228205002,Npheria
66,Abyss,227527035,NysAshura
67,Kokko Club,227489243,Rasec
68,WolKnights,227250532,Kaia
69,Fate,226671486,Kyo
70,4clan,226250358,Spaerk
71,Maple Tree,224789154,Maple
72,Re:Roll,224320820,ckrash
73,kusa boys,222063574,TFG
74,Uncharted,220967535,Another
75,Feather,220564089,Dust
76,BoarHat,220051336,Tendou 
77,Tentaclan,219151255,Sunkaze
78,Ambition,219121179,Ichi
79,Life Raft,219006468,AuraFly
80,Pain Peko,218897220,Ascho
81,Blush,218699978,Sam
82,Luxuria,218397979,Leisten
83,Vroom,217686834,Chie
84,PrincessLa,217582108,Peloncho
85,Akukin,216994409,MadHatter
86,Fox Titans,216519682,Berto
87,TheOffice,216251005,Hollocho
88,Forced2pay,216033914,Mister
89,HoloMyth,215728420,SkyDragger
90,Weebs,215487986,Fushi 
91,夢スター,215421156,悪夢スター
92,AtelierCT,214851225,Kurogane
93,AvgD,214559724,Ted
94,Tsuki,214297026,Yuuki
95,UwUGirls,214126232,Joey
96,Wyvern 13,213643778,SeulRay
97,Light☆EMT,213258680,Zenovyx
98,Neko Cafe,213257769,Wizi
