Rank,Clan Name,Score,Leader Name
1,/pcrg/,886439184,Pang
2,Void,882955626,Phoenix
3,KannaCult,875990510,TearGrants
4,MegaMilk,874708111,baeck
5,Sky (空),871959352,Houshou☆
6,SarenCult,871500283,HuggyF2p
7,Weepo,871421202,peng
8,MYArmy,870839880,Umaru
9,Imanity,870479451,Yon
10,Yuibats,870361054,Tomo
11,Scarlet,869854025,Mat
12,Bracers,868973460,Ding Doung
13,Beepo,868097592,LeonidasII
14,Oasis,866011801,Miyuki
15,Invidia,863148521,Ring
16,FuwaFuwa,855120834,Chiyo
17,The Mist海霧,848641454,K.A.
18,Eclair,845019145,Zeftyy
19,Fukano,840318182,dingle ☆
20,PecoClub ,839907462,MrWolf
21,Night 0%wl,837449286,Zennou
22,Haunted,836310777,Venom
23,HaatoCult,834165615,BoredKing
24,WeLoveTim2,832936067,Serecola
25,WeLoveTim3,832394786,Ekzann
26,AEGISEoG,831867127,Racter
27,Salivation,830078644,Muse
28,EoS,829718063,Raven
29,CafeQuanta,825429336,Ghiradell
30,WeLoveTim6,824211765,Kitten☆
31,WeLoveTim4,823758241,DaVinci
32,MQH,817628458,Ace
33,Ghosts,816409558,Lino
34,VG-MightS,813628621,Kishi-kun
35,WeLoveTim5,813318980,Phoenix
36,WeLoveTim,810305362,Zyf
37,Schwarz,807809604,Poke
38,Wicked Fox,804867160,Xhian
39,Ever Tale,803629562,Tear
40,Eternum,802989179,Jester
41,日本酒,798640647,臥室裡的琉璃在打炮
42,We:hateCB,795575847,Mars
43,VnSharing,795499527,Artorias
44,Neko Nyaan,795012462,Sashandra
45,お兄ちゃんV69,794640868,Nyan'sKid
46,Realm,789793154,Aku
47,Royalty,783188449,Ashevish
48,Mist,775706165,Nub
49,Midnight,773459826,Dalamar
50,WeHateNph,773027953,Npheria
51,France,772089195,Nomis
52,Abyss,768121566,NysAshura
53,TsunTsun,764259104,Omonomous
54,Sent,763908827,SentryCore
55,Zero,763670741,Asariel
