Rank,Clan Name,Score,Leader Name
1,Scarlet,623312358,Djk
2,Free Pesa,615447875,Neptune
3,Sky,606037981,Pk
4,KannaCult,596446382,TearGrants
5,Valk,592369586,Umaru
6,Ethereal,587628308,Pang
7,SarenCult,584997927,HuggyF2p
8,Sweatshop,583875873,Phoenix
9,Beepo 2930,578728196,Umizuha
10,Bracers,576525123,Krizz
11,MegaMilk,575444174,baeck
12,FuwaFuwa,574488691,Chiyo
13,Oasis,566297157,Miyuki
14,EoS,565378034,EDM-BANGER
15,Imanity,561906968,Nawie
16,DankSoul,560258352,DankSimp
17,EmBoomedUs,559946306,DrinDrin
18,Yuibats,552921069,Tomo
19,Eternum,551683860,Jester
20,AEGIS,548474470,Racter
21,Dream,542361867,Kymori
22,Haunted,539109801,Venom
23,Invidia,538691903,Ring
24,Neko Nyaan,537944735,Sashandra
25,The Mist海霧,536111662,Zagad
26,We Auto CB,534202989,Zyf
27,Eden,533262920,MSTKid
28,Night Owls,529279345,Zennou
29,AkaiHaato,529229519,eLeVeN☆
30,28/30AllCB,528667182,Kishi-kun
31,Re:wind,528134438,Mars
32,栄 INVERSE,526582695,あやめ
33,Ghosts,524781701,Lino
34,Fukano,522925651,Golem
35,Midnight,521785824,Dalamar
36,CafeQuanta,518238379,Gyarudell
37,Salivation,517984281,Muse
38,Nightmare,517953192,Asariel
39,Eclair,517009491,Zeftyy
40,「Onigiri」,516079854,Nyandehyde
41,Ever Tale,511386823,Tear
42,Prismatic,506694800,Yousomaru
43,Midnight 2,506623756,Legend27
44,Wu,505852645,=mio=
45,Ace Fans,501999486,Ace
46,WE AUTOCB2,497795271,Serecola
47,We AUTOCB3,496600017,Ekzann
48,Wicked Fox,494846567,Foxy
49,Kenjataimu,494154590,Kitten☆
50,Weebs Out,492885297,Rexxa
51,Pierrot,492046054,Summer
52,Royalty,491740958,Ashevish
53,Forced2pay,488896314,Mister
54,Origin,488667309,TS
55,Elegy,486806511,Fuuze
56,France,484575474,Nomis
57,Realm,480943991,Aku
58,Solace,478726502,Losara
59,[DISBANDED],478274847,[DISBANDED]
60,WolKnights,477524461,Kaia
61,VnSharing,476768219,Artorias
62,Kokko Club,469108470,Rasec
63,Re:Roll,467896805,ckrash
64,Fate,464740620,Kyo
65,4clan,463006068,Spaerk
66,Sent,461604249,SentryCore
67,BoarHat,460666015,Tendou 
68,Kyaruland,459908285,hori
69,Waifufans,459251891,elmoebuta
70,Ignoto,457779561,JSar
71,Nousagis,456650114,Renne
72,Uncharted,456550608,Another
73,Abyss,455734581,NysAshura
74,[DISBANDED],455592233,[DISBANDED]
75,#FreePoro,455248400,Maple
76,ArchZero,453923537,Rimuru
77,AvgD,452669322,Ted
78,Downbad,447857611,Fal
79,Fantasy,447447909,Kan
80,Ambition,446608986,Ichi
81,Tentaclan,445769793,Sunkaze
82,ネINVERSE ■,445029462,Poke
83,Eclipse,443705388,Wolf
84,Wyvern 13,442607231,SeulRay
85,PekoMiko,442544934,Gellal
86,19700101,440398452,Light
87,Sanc,440267693,iansky
88,Tsuki,437355952,Yuuki
89,Weebs,436384922,Fushi 
90,Vroom,436285135,Chie
91,AtelierCT,435233287,Kurogane
92,TheOffice,434694341,Hollocho
93,Gomen YUI,434150075,Nanashi
94,WeHateNph,433768938,Npheria
95,Dai Shouri,431764061,Kaneh
96,KoA,431484704,Joeyy
97,TsunTsun,430651418,Omonomous
98,HoloMyth,426182064,SkyDragger
99,Blush,426174682,Sam
100,Hatdog,426068545,Missa
101,Ellinia,424278793,wutty
102,Yum,424270986,Mochi
103,YabaiYabai,422890440,Kraylore
104,FBIOpenUp,422887734,pipo
105,Re:Salt,421808074,Ezo
106,Aegis ,421698549,Jasawn
107,WhySoToxic,421408594,Bitdragon
108,Misters,421341725,Spagoots
109,Mystic,420647465,OmiD
110,Hoji,420555917, Cheese
111,1+1=3,420411554,Keelus
112,Feather,420217472,Dust
113,Wolhaksong,419986707,RFK
114,Akari Cult,419412586,LuismyP
115,Mythical★,419024716,Echo
116,ClanPotato,418857010,Sheiter
117,7 Crowns,418528469,Cantabrum 
118,Pandaverse,418292028,Sirson
119,Kaiba Corp,418152448,Monoultra
120,Pain Peko,418029331,Ascho
121,Re:Zero,417873632,ram
122,Hestia,417811525,Maven
123,Re:Run,417750153,Anfanger
124,Melon パン,415760445,Shark
125,Awaken,414942985,riripwn
126,Lunarian,414619190,Kano
127,[DISBANDED],413992784,[DISBANDED]
128,Akukin,413685952,MadHatter
129,Enmity,413321564,Zenovyx
130,kusa boys,413015801,TFG
131,Dreamer VN,412452622,Ice
132,L.G.D,412285735,Kal’tsit
133,Goats,412038246,Rengeki
134,France:Re,411667675,Hikyon
135,AoiAoi,411274209,OmniRaka
136,Hololive,411084841,Pekora
137,KENUM ,411039357,マスター
138,BDELlama,410194587,Unloved
139,Life Raft,410179239,AuraFly
140,PrincessLa,409661451,Peloncho
141,Anbu,409315637,Keiichi
142,夜明け,408315334,Tsuki
143,UragiriCat,408277593,Azhriel
144,BebekBakar,407704841,BB｜anzai
145,Neko Cafe,406978923,Wizi
146,UwUGirls,406893628,Joey
147,NicoNico,406427190,wham
148,WHSAcademy,406336148,Metastone
149,Spatzele,405934947,Rena
150,Mist,404703718,Nub
151,Kodama,404145127,Sudokukai
152,Boba,403285551,deebee
153,KururinPan,403201784,HYPE
154,Waifu Meta,402886845,ムーギリ
155,Fox Titans,401128378,Berto
156,Fox Sins,399141977,arnaull06
157,Hikari,398534539,Mingui
158,Kujira,398337717,Yukkiko
159,Kai Zen,397957171,HafaraSama
160,Paper Moon,397663858,LustJaw
161,whakak,397607681,kimpleh
162,戦 Evolve,397221009,Aoimiruki
163,GrandOrder,393586497,Satoshi
164,☆BAKATARE☆,392583577,Raindrop
165,Waifufans2,392496632,Adrien
