Rank,Clan Name,Score,Leader Name
1,Ethereal,886439184,Pang
2,Void,882955626,Phoenix
3,メガ MILKERS,876814002,Ding Doung
4,KannaCult,875990510,TearGrants
5,Sky (空),871959352,Houshou☆
6,SarenCult,871500283,☆ Huggy
7,Weepo,871421202,peng
8,Valk,870839880,Umaru
9,Imanity,870479451,Yon
10,Yuibats,870361054,Tomo
11,Scarlet,869854025,Djk
12,Bracers,868973460,Krizz
13,PengSimps,868097592,LeonidasII
14,Oasis,866011801,Miyuki
15,Invidia,863148521,playstone5
16,FuwaFuwa,855120834,Chiyo
17,The Mist海霧,848641454,Rem
18,Eclair,845019145,Zeftyy
19,Falkonne,840318182,Sparrow
20,[DISBANDED],839907462,[DISBANDED]
21,Night 0%wl,837449286,Zennou
22,Haunted,836310777,Venom
23,[DISBANDED],834165615,[DISBANDED]
24,WeLoveTim2,832936067,Serecola
25,WeLoveTim3,832394786,Ekzann
26,AEGISEoG,831867127,Racter
27,Salivation,830078644,Muse
28,EoS,829718063,Raven
29,CafeQuanta,825429336,Ghiradell
30,WeLoveTim6,824211765,Kitten☆
31,WeLoveTim4,823758241,DaVinci
32,MQH,817628458,Ace
33,Ghosts,816409558,Lino
34,[DISBANDED],813628621,[DISBANDED]
35,WeLoveTim5,813318980,Roll
36,WeLoveTim,810305362,Zyf
37,Schwarz,808874038,Poke
38,Eternum,806355475,Sir BJdaBZ
39,Ever Tale,805192641,Tear
40,Wicked Fox,804867160,Xhian
41,日本酒,798640647,臥室裡的琉璃在打炮
42,Re:wind,795575847,Mars
43,VnSharing,795499527,Artorias
44,Neko Nyaan,795012462,Sashandra
45,「Onigiri」,794640868,Nyan'sKid
46,Realm,789793154,Aku
47,Mist,783318701,Nub
48,Royalty,783188449,Ashevish
49,Midnight,780003362,Lock
50,WeHateNph,773027953,Npheria
51,France,772089195,Nomis
52,Abyss,768121566,NysAshura
53,Nousagis,765393292,Renne
54,TsunTsun,764259104,Omonomous
55,Sent,763908827,SentryCore
56,Zero,763670741,Asariel
57,Stealers,763603898,narzack
58,Kokko Club,763103036,Rasec
59,kusa boys,761830445,TFG
60,Waifufans,758299766,elmoebuta
61,ClubCosmos,754996254,Rimuru
62,Luxuria,749903825,Leisten
63,Prismatic,748928287,DakkaDakka
64,Ignoto,747351741,JSar
65,Origin,745222437,TS
66,Maple Tree,744014117,Maddie
67,AtelierCT,741957668,Kurogane
68,PrincessLa,741223186,Peloncho
69,Weebs Out,738395146,Rexxa
70,Blush,733803698,Sam
71,Tsuki,731749914,Yuuki
72,Femboys,728623285,悪夢スター
73,Fate,726961252,Kyo
74,WolKnights,726379210,czu0delta
75,Pain Peko,724443371,Ascho
76,Hoji,723234007, Cheese
77,Akukin,723123380,MadHatter
78,Life Raft,717563217,AuraFly
79,BebekBakar,716310131,BB｜anzai
80,Sanc,716282148,iansky
81,Symphonia,716083435,paoh
82,Bunnings,714717932,rara
83,Midnight 2,712668189,Chio
84,Waifufans2,712049655,Adrien
85,AvgD,710333519,Ted
86,Re:Zero,709724273,r×ππ
87,Re:Roll,703317751,Marchez
88,Kai Zen,702290253,HafaraSama
89,UragiriCat,702080122,Perruno
90,Kyaruland,701828978,hori
91,Kaiba Corp,700879688,Monoultra
92,Setoukai,700447792,Yumenano
93,L.G.D,699324419,Kal’tsit
94,Dewar,699188269,Deecato
95,Subatomos,698896581,Baka
96,Phantasia,696876021,SourCherry
97,Hololive,694970303,Pekora
98,Neko Cafe,693832421,Wizi
99,Gomen YUI,693794127,Nanashi
100,NicoNico,693393578,wham
101,ClanPotato,692924237,Sheiter
102,HoloMyth,692589799,SkyDragger
103,Rei Cult,691813904,uwu i cute
104,Vroom,691039830,Chie
105,BGG,690441775,SpokBlok
106,Ellinia,690437330,wutty
107,Pokkake,689342224,Apphole
108,Owoboros,687417938,Kamia
109,Akari Cult,685213104,LuismyP
110,Esperanza,684806386,Jake
111,Ganbatte!,683743830,Akram
112,BoarHat,683330282,Maximus
113,Fox Sins,681632250,Jalonsof
114,TheOffice,680838664,Hollocho
115,4clan,679739891,Spaerk
116,Feather,678287007,Dust
117,Pandaverse,677923890,Sirson
118,Flandore,677600129,LenXca
119,Oniichan,677600017,Maou
120,Fantasy,676023107,Kan
121,MapleTree,674799526,Eternalis
122,Light☆EMT,674128390,Zenovyx
123,PekoMiko,671095833,Gellal
124,Weebs,670476576,Fushi 
125,Wyvern 13,669142845,SeulRay
126,Tojo Clan,668362991,lemonguy
127,EQX Dawn,667149380,Less
128,Anbu,666796243,Keiichi
129,夜明け,666255085,Tsuki
130,YabaiYabai,666250160,Kraylore
131,7 Clowns,666063168,Cantabrum 
132,The Empire,665604484,Prismal ★
133,CunnyInc.,663566946,Luciana
134,UwUGirls,661833613,PandaKun
135,戦 Evolve,661493318,Aoimiruki
136,Yum,660395890,Mochi
137,Ambition,660118032,H
138,EQX Noon,659858961,JacobGP
139,Aegis ,659171230,Jasawn
140,Moonlight,656536624,Canioden
141,Downbad,656503485,Fal
142,Misters,655765187,Spagoots
143,Mythical★,653028435,ECHO
144,Shrimp.exe,652866919,Avaradus
145,Awaken,652615144,riripwn
146,Niflheim,650541974,Xian
147,WHSAcademy,648958506,Metastone
148,Omnia,648864588,Riaky
149,Melon パン,647761234,Shark
150,Waifufans3,647376850,Homie
151,ShizuShizu,646213182,Control
152,Spatzele,645055987,Inaaa
153,Fenrir,644399558,Kamehameha
154,Radiance,644141824,Osmium
155,Shikigami,643779681,Nova
156,1+1=3,642910650,Keelus
157,Forced2pay,642448191,Mister
158,Tea Party,641715661,Rudeus
159,KururinPan,640780921,HYPE
160,TheMunchys,640476669,Yhit
161,HsHome,639859203,Nanicorenu
162,Moontights,639619116,NikeXTC
163,StealJewel,639607225,Naniiiii
164,MapleTree,638952069,Millhiore
165,FBIOpenUp,638325222,pipo
166,Sritter,638160447,PENSIUN
167,Hestia,636345731,Valdis
168,梦NIGHTMARE,636278647,Lolicon
169,Shibanban,634425919,Twick
170,Dreamer VN,633661399,Derumu
171,SunShineVN,632102705,shirod
172,tit good,626338023,Sera
173,Milktea,625999573,Rie
174,IMAGINE,621651319,Zelthic
175,Boba,621202487,deebee
176,Mystic,617551012,OmiD
177,Takopa,613916214,AkitoEX
178,KENUM ,613080094,マスター
179,Depressed,612772352,qq
180,Amber 火,610373111,Yajirushi
181,Kujira,609830147,Yukkiko
182,Goats,607153500,Viscule
183,Snowflakes,605964073,Woobles
184,Attic,605773046,PoorNic
185,LostCause,605217472,PimekS
186,Bakuhatsu,605058436,Megumin
187,Chupacabra,602700496,Alastor
188,SevenGates,602277857,7G☆Ging★
189,PAN,602103649,Alonso
190,O x O,601271644,Dawn
191,GrandOrder,601155411,Satoshi
192,Mofu Mofu,600302676,Expe
193,KASKUS,597938986,zer0
194,Dark★EMT,597732882,Ayn
195,Waifu Meta,595637363,ムーギリ
196,France:Re,595018587,Lydux
197,Sweatshop,593821810,kbh
198,<Baneados>,590592097,Luphelion
199,Mondstadt,588528389,Agus
200,Hatsu☆mimi,585726544,Natsumi~
201,Nobility,585319849,sojaes
202,美食殿,583503296,ユウキ
203,nyab,582316683,Dangergun
204,MeatIsGod,581350607,Groob
205,EX:Brave,581219769,Noxte
206,F de Fate,580956035,KanonHeart
207,Cryolyte,580813049,Enviar
208,Black Cat,580771835,Chris
209,Winx Club,578806257,manaketez
210,0x0,573553582,Red
211,Handfuls ,570993073,sey
212,Ahjin,569150001,Spidre
213,FTQ,568665356,Altriaki
214,Paladin,567899714,Yuukimura
215,Re:Salt,566944050,Ezo
216,Ka Boom!!,566557369,D.A.30k
217,DNight Sky,566019373,Yuuki
218,JoJoBase,565547353,Janember
219,ZeeebFam,565147757,Hordian
220,Choten,565088750,DarkGe
221,De'Empire,561600110,De'Keins
222,SOSBrigade,560514307,NovaKing
223,NSFW,560137786,Psyclops
224,Doge,559388692,Konpeko
225,Elysian,559080692,カレイド
226,WorldOrder,558561046,EternalGod
227,Specialist,558471932,Ana
228,Hebe Hill,558004108,Dylan
229,SleepyMats,557095380,Kareef
230,PecoLewds,556780773,SarenMama
231,Marigold,555645612,min (ミン)
232,Starfall N,555341685,Megumin
233,Space,554300888,Elatha
234,Exodus,551952129,AngelVOC
235,Tryhard,551088258,Hanashee
236,Kali,550931701,Tiir
237,Uncharted,550876918,Another
238,Skyfarers,549375298,Iverna
239,Lichyard,548974808,Xero
240,Salamander,548790914,Butterfly
241,AllForOne,548695051,Yuuki
242,EOE,548431676,Oani
243,Gourmet,547977701,Nguyen
244,DLWarriors,545327533,GamRHero95
245,NO RESIN,545222495,PohonSange
246,Pleiades,544359414,Hika
247,Origami,543548319,Soldeum
248,DLC CAFE,543209652,Lee
249,One More!,542819313,Aegis
250,RE:,542384917,Mar
251,S. Kinshi,542219139,Akio
252,Korone,541573647,Anri
253,LATIN@S,541458049,SpaceFang 
254,Valhalla,540530378,Ray
255,MajinGods,540293712,Loliseo
256,Primrose,539863024,Palette
257,Maidos,538626761,Ocifer
258,CBT Gang,538357490,Seiba
259,JoJoRef,537967760,Arap Petra
260,PrinsεxLa,536736226,Sayu-chan
261,Moon Tree,535025661,Rakuda
262,Rem Lovers,534219068,in0x
263,Vanished,534105695,VA Tragedy
264,Hololive ,533496920,Serath
265,Flashlight,533402989,Piixers
266,Puzzles,532929098,Basil
267,Illuminati,532845359,Lucciana
268,BLANKET,531944481,Xenoid
269,Heavenhold,531501750,Alter-Gran
270,PriNewYear,530765480,Yuute
271,DereDere,529867352,Choccy
272,PrincessSR,529594560,Yuuki V2
273,SoCal,528402520,E30
274,ChaoGarden,528247750,Dante
275,Tenryuu ,527267205,★ Kcalb ★
276,Taikonnect,527183037,Kaem
277,Teh Slax,527071831,Pufftrees
278,LilyPog,526531458,kowze
279,Enet,526315970,Zeal
280,4ntureplay,525767743,Anecdote
281,uwumetic,523968173,Hakeru
282,Friends,523202569,Dys
283,Astoria,523132682,Shifune
284,Ascent,522203604,Synchro
285,Pricunny,517128309,ChaiRaba
286,RED,516484593,Rasenryu
287,TinyHerb,515214507,Rain
288,TeaParty,513029423,Sehesael
289,C I I C,511923839,Lazurak
290,WeebLounge,511606315,Division
291,Waifu,510756718,ShadowFTL
292,Waifu4Laif,509131771,kyo
293,TamakiGang,508828963,Loran
294,ChainX,508138577,NitroSak
295,Gomen Yui,507918104,Meteor
296,Aki Kouhai,507286226,Hazeru
297,Solace,506760158,Tel
298,Nslb,505412656,Sabian
299,Lucina,505247631,iStebz
300,Kappa Clan,504463616,Raka
301,Arknights,504443929,HungryMe
302,DELTA,501742418,VAZLEC
303,Elfera,500741459,Weaver
304,ISEKAI V,499777657,Episode
305,Gojo Fans,499034488,Ichigo
306,Hololive,498651751,ティーザー
307,vrai zero,498556382,Wolfnagi
308,Leg Latina,496663336,Kayn
309,Simp City,495866299,Yasakura 
310,Peco'sPeco,495365245,めんたいこ
311,Teamates,494892689,Jolt☆
312,MapleTree,494582405,Kakashi
313,PandaClub,493206498,Gillian
314,Solstice ,492633846,Yuu
315,Tenshoukai,492331418,Yumenano
316,GawrGuraHQ,492205769,Spaceguy♪
317,Cinnamon,492173770,Yohanne
318,Genocide,489181374,ルミナリ
319,Thigh Men,488996636,Mico
320,月夜の黒猫,488525222,Gericho
321,TakeItEasy,487523621,redo
322,Matcha,486634383,Byrat
323,Korosters,486058266,Saaya
324,Requiem,482115368,Not Joel
325,IndoWar,482000114,Azterisk
326,dark gang ,481427769,Regris
327,Dramatica,480587381,s1ruth
328,Wings INC.,479403338,wingstop
329,BattleBuds,478590171,Reality
330,Mugae,478063746,ShinoTomoe
331,Creamation,476752451,Yuuki
332,DragaliaSG,476196962,Shift
333,Red Army,475575772,RKudryavka
334,Kokkonuts,475539880,MadeToMaid
335,F2PBTW,475361404,Megazers
336,HololiveLA,475023233,Kampunk
337,NeropolisA,474877246,SerackSK
338,CurryKatsu,474014596,Portgas D
339,Wut House,473313124,Wiggle
340,Truckkun,472724666,Chinen
341,Gamer 会,472689489,Gordon
342,Send help,472266478,Kaju
343,Paws,472214455,Acrzyguy
344,XCMoogles,471600106,Rald
345,MilkGod,471440453,WaffleIron
346,Clan CDF,470259167,Riyria
347,Dangomunch,469762358,Neptune
348,Peco.wav,468268313,Liesel
349,Union,467203340,Exemplar
350,Kaminari,466295269,Reiya
351,PriconneID,466077735,ciri
352,K.F.P,465952790,Utoko■
353,Mechafe,465772458,Mechaf
354,AmeliaHQ,465264181,Loli Lime
355,Sparkling,464624630,Dunno
356,FuG,464399357,Turtle
357,Smokin' C,463067773,Eli
358,Mekakucity,461731948,Shintaro
359,INDONESIAN,460205405,FawnClaw
360,Bread Gang,459703489,Harzgard
361,AvgD2,459274147,Jaxe
362,Familia,456304027,Cake
363,Nyanpasu,456084712,Daisuke
364,Haru Haven,455735834,Guisterix
365,Myujiku ♪,455542240,Julia
366,OutlawStar,455306289,Mugen
367,Peanut,455159467,Furotsu
368,HAACHAMA,454480307,DarK
369,DHARK,454151051,@Skadi
370,ハーレム王,451186128,クレオラ
371,DGD,451028913,Kamina
372,KingdomAR,450556545,Arphenia
373,Izanami,449611477,hltaker
374,KaiZephyr,448998559,Sepher
375,Traverse,448381720,Skyicing
376,Yabai Desu,447609501,Feny
377,Fox Titans,446514619,(■x■)
378,NORTHWILDS,446512792,RYUGANorth
