Rank,Clan Name,Score,Leader Name
1,Oniichan,434531688,Maou
2,Ethereal,170400028,Pang
3,Bracers,170298011,Krizz
4,KannaCult,170090751,TearGrants
5,Sky,168711503,Houshou☆
6,Void,167519816,Z
7,Beepo,167197379,LeonidasII
8,Weepo,166913621,peng
9,Yuibat,166595390,Tomo
10,Valk,166521981,Umaru
11,SarenCult,166166716,HuggyF2p
12,Invidia,165070109,Ring
13,The Mist海霧,164498982,K.A.
14,MegaMilk,164473860,baeck
15,Scarlet,163935495,Mat
16,FuwaFuwa,162881558,Chiyo
17,PecoClub ,161194952,MrWolf
18,HaatoCult,161131632,eLeVeN草
19,Haunted,160627850,Venom
20,WE AUTOCB2,159860531,Serecola
21,CafeQuanta,159731690,Ghiradell
22,VG-MightS,159455560,Kishi-kun
23,Eclair,159257236,Zeftyy
24,Ghosts,158640523,Lino
25,WE AUTOCB4,158515658,DaVinci
26,Oasis,158416244,Miyuki
27,We Auto CB,157522930,Zyf
28,Salivation,156441294,Muse
29,We AutoCB6,155902528,Kitten☆
30,We AutoCB5,153059448,Phoenix
31,We AUTOCB3,152756480,Ekzann
32,日本酒,152581005,臥室裡的琉璃在打炮
33,Ever Tale,152515634,Tear
34,Schwarz,152066542,Poke
35,Royalty,151959449,Ashevish
36,MQH,151832557,Ace
37,Fukano,151118425,dingle ☆
38,Wicked Fox,150859612,Xhian
39,Eternum,150353981,Jester
40,Realm,149382977,Aku
41,TsunTsun,149382566,Omonomous
42,AEGISEoG,148705510,Racter
43,France,148623456,Nomis
44,Neko Nyaan,148623367,Sashandra
45,Midnight,148324094,Dalamar
46,EoS,148193210,Raven
47,Ignoto,147449536,JSar
48,Mist,147392298,Nub
49,WeHateNph,147380897,Npheria
50,PrincessLa,147260453,Peloncho
51,Imanity,147076696,Yon
52,Night 0%wl,146720000,Zennou
53,Zero,146707483,Asariel
54,「Onigiri」,146598723,Nyan'sKid
55,Nousagis,146372959,Renne
56,WolKnights,145516033,czu0delta
57,VnSharing,145186082,Artorias
58,Re:wind,144971016,Mars
59,Weebs Out,144746267,Rexxa
60,Waifufans,144632827,elmoebuta
61,kusa boys,144237484,TFG
62,Fate,144140006,Kyo
63,Prismatic,144038233,Yousomaru
64,Maple Tree,143767195,Maple
65,Hoji,143686996, Cheese
66,Stealers,143162427,narzack
67,Sent,143006672,SentryCore
68,ClubCosmos,142160483,Rimuru
69,Origin,141488282,TS
70,Symphonia,140953225,paoh
71,Blush,140756374,Sam
72,Re:Zero,140099425,RAMKALI //
73,Kyaruland,139579553,hori
74,Life Raft,139374549,AuraFly
75,AvgD,139200462,Ted
76,AtelierCT,138735900,Kurogane
77,Midnight 2,137938086,Lelouch
78,Kokko Club,137883243,Rasec
79,Luxuria,137841423,Leisten
80,Fox Sins,137302082,Jalonsof
81,Akukin,137136780,MadHatter
82,Sanc,136835612,iansky
83,HoloMyth,136588816,SkyDragger
84,Waifufans2,136476148,Adrien
85,Arsene,136405198,uwu i cute
86,L.G.D,136304487,Kal’tsit
87,Abyss,136111476,NysAshura
88,Phantasia,136050724,Wolf
89,Neko Cafe,135876452,Wizi
90,BoarHat,135703084,Tendou 
91,Kaiba Corp,135353650,Monoultra
92,Kai Zen,135322068,HafaraSama
93,ClanPotato,135285742,Sheiter
94,Vroom,134890900,Chie
95,VG-MightSC,134586159,rara
96,Setoukai,134445688,Yumenano
97,Re:Roll,134396404,Marchez
98,Weebs,134240327,Fushi 
99,7 Clowns,134120540,Cantabrum 
100,Gomen YUI,134106627,Nanashi
101,Hololive,134036667,Pekora
102,NicoNico,134018471,wham
103,4clan,133818450,Spaerk
104,Feather,133524564,Dust
105,Subatomos,133397436,Baka
106,TheOffice,133377648,Hollocho
107,Pain Peko,133189215,Ascho
108,Yum,133080421,Mochi
109,UragiriCat,132860801,Azhriel
110,Moonlight,132579566,Canioden
111,Downtown,132473067,Fal
112,Ganbatte!,132465743,Akram
113,Awaken,132164017,riripwn
114,UwUGirls,131619428,PandaKun
115,Pokkake,131512078,Apphole
116,PekoMiko,131324703,Gellal
117,TheMunchys,131317615,iDomo
118,Light☆EMT,131290563,Zenovyx
119,Tsuki,131196109,Yuuki
120,Dewar,131181415,Deecato
121,Flandore,131093512,LenXca
122,Akari Cult,131036469,LuismyP
123,夢スター,130984928,悪夢スター
124,Ellinia,130910451,wutty
125,Fantasy,130484501,Kan
126,身喰らう蛇,130400039,Kamia
127,EQX Dawn,129725875,Less
128,MapleTree,129611173,Eternalis
129,Tojo Clan,129525710,lemonguy
130,Ambition,129458919,H
131,The Empire,129415578,Prismal ★
132,CunnyInc.,129375315,Luciana
133,夜明け,129071884,Tsuki
134,Niflheim,128618516,Xian
135,WHSAcademy,128595731,Metastone
136,Spatzele,127989517,Rena
137,戦 Evolve,127892477,Aoimiruki
138,Wyvern 13,127824846,SeulRay
139,Pandaverse,127627977,Sirson
140,Shrimp.exe,127565403,Avaradus
141,Misters,127009010,Spagoots
142,FBIOpenUp,126895198,pipo
143,梦NIGHTMARE,126512899,Yan-chan
144,Waifufans3,126500548,Homie
145,BGG,126470217,SpokBlok
146,Anbu,126397179,Keiichi
147,ShizuShizu,126359151,OmniRaka
148,Aegis ,126302919,Jasawn
149,YabaiYabai,126195666,Kraylore
150,MapleTree,125651819,Millhiore
151,1+1=3,125339767,Keelus
152,Moontights,125337603,NikeXTC
153,Melon パン,125234432,Shark
154,Shibanban,125048577,Twick
155,Shikigami,124922919,Nico
156,Omnia,124915899,Riaky
157,Boba,124299568,deebee
158,Sritter,124097048,BishA
159,Mythical★,123414517,ECHO
160,KururinPan,123390568,HYPE
161,EQX Noon,123162067,JacobGP
162,LostCause,123053498,PimekS
163,BebekBakar,122935805,BB｜anzai
164,Radiance,122616100,Osmium
165,Snowflakes,122510026,Woobles
166,Tea Party,122481670,Rudeus
167,SunShineVN,122403109,shirod
168,Fenrir,122057619,Kurikari
169,HsHome,121984049,Nanicorenu
170,Attic,121616974,PoorNic
171,Forced2pay,121591468,Mister
172,Dreamer VN,121483580,Derumu
173,Mystic,121400839,OmiD
174,Bakuhatsu,121364738,Megumin
175,Depressed,121190031,qq
176,Hestia,121025685,Valdis
177,Waifu Meta,120530708,ムーギリ
178,Nobility,120428054,sojaes
179,Mofu Mofu,120322581,Expe
180,Amber 火,120282113,Yajirushi
181,StealJewel,119679676,Naniiiii
182,Goats,119332573,Viscule
183,Dark★EMT,119228181,Ayn
184,KENUM ,119051804,マスター
185,Milktea,118985958,Rie
186,IMAGINE,118861967,sleepyhead
187,Mondstadt,118415139,Agus
188,Takopa,117691392,AkitoEX
189,tit good,117519395,Sera
190,KASKUS,117331391,zer0
191,Sweatshop,117255652,kbh
192,Black Cat,117169302,Chris
193,MeatIsGod,116524974,Groob
194,Elysian,116497646,カレイド
195,Handfuls ,116290597,sey
196,Korone,116134806,Anri
197,nyab,115603537,Dangergun
198,FTQ,115351177,Altriaki
199,Ka Boom!!,115302736,Boomking
200,DLWarriors,115170448,GamRHero95
201,Kujira,115044747,Yukkiko
202,<Baneados>,114997262,Luphelion
203,O x O,114555324,Dawn
204,Paladin,114457748,Yuukimura
205,WorldOrder,114269190,EternalGod
206,Lichyard,114236674,Xero
207,EQX Sunset,114163163,KanonHeart
208,France:Re,114008196,Lydux
209,Winx Club,113597622,manaketez
210,Cryolyte,113188062,Enviar
211,DNight Sky,112901969,Yuuki
212,ZeeebFam,112892683,Hordian
213,AllForOne,112520241,Yuuki
214,Ahjin,112130113,Spidre
215,美食殿,112107064,ユウキ
216,0x0,111985157,Red
217,Chupacabra,111932875,Alastor
218,MajinGods,111847950,Loliseo
219,Choten,111814648,DarkGe
220,Hebe Hill,111581002,Dylan
221,Marigold,111402013,min (ミン)
222,SleepyMats,111178625,Kareef
223,Exodus,111109304,AngelVOC
224,Hololive ,110849114,Serath
225,Space,110612266,Elatha
226,GrandOrder,110579077,Satoshi
227,Skyfarers,110544987,Iverna
228,Specialist,110538814,Ana
229,Salamander,110521615,Butterfly
230,EX:Brave,110474241,Noxte
231,SevenGates,110421601,7G☆Ging★
232,S. Kinshi,110114067,Akio
233,Illuminati,110059821,Lucciana
234,Starfall N,110033456,Megumin
235,Valhalla,109942399,Russell
236,Re:Salt,109940184,Ezo
237,BLANKET,109838020,Xenoid
238,Kali,109707856,Tiir
239,PecoLewds,109547834,SarenMama
240,PAN,109211707,Alonso
241,PrinsεxLa,109162320,Sayu-chan
242,Moon Tree,109146828,Rakuda
243,Hatsu☆mimi,108951333,Natsumi~
244,NSFW,108878656,Psyclops
245,Gojo Fans,108765246,Ichigo
246,Teh Slax,108582734,Pufftrees
247,CBT Gang,108500052,Seiba
248,SOSBrigade,108433427,NovaKing
249,De'Empire,108384730,De'Keins
250,Pleiades,108206052,Hika
251,Tryhard,108094964,Hanashee
252,Maidos,108022527,Ocifer
253,Astoria,107865834,Shifune
254,SoCal,107790672,E30
255,WeebLounge,107575358,Division
256,MrStroking,107499880,Arap Petra
257,Nslb,106930274,Sabian
258,Gourmet,106818689,Nguyen
259,4ntureplay,106550844,Anecdote
260,Pricunny,106416959,ChaiRaba
261,Uncharted,106401605,Another
262,Puzzles,106129680,Basil
263,Friends,106110371,Dys
264,LilyPog,106099428,kowze
265,NO RESIN,105702732,PohonSange
266,EOE,105550335,Oani
267,DLC CAFE,105493940,Lee
268,Enet,105391347,Zeal
269,Vanished,105218597,VA Tragedy
270,Simp City,105120892,Yasakura 
271,RED,104883672,Rasenryu
