Rank,Clan Name,Score,Leader Name
1,のです Void,198298775,Phoenix~
2,Oniichan,195176361,Maou
3,メガ MILKERS,192738285,Ding Doung
4,Ethereal,191597422,Pang
5,KannaCult,190973427,TearGrants
6,SarenCult,188813607,☆ Huggy
7,Imanity,188600028,Yon
8,Beepo,187927139,LeonidasII
9,Weepo,186339552,peng
10,Kyaru Cult,185414768,Umaru
11,Re:wind II,185007362,Miyuki
12,The Mist海霧,183204595,Mumu
13,FuwaFuwa,182939519,Chiyo
14,Sky,182783962,宝鐘マリン ☆
15,Aurora,181686587,Tomo
16,Haunted,181519875,Venom
17,Eternum,178725375,Jester
18,CafeQuanta,176282006,Ghiradell
19,Neko Nyaan,175899428,Sashandra
20,Ghosts,175895294,Lino
21,MQH,175346239,Ace
22,Schwarz,175168322,Poke
23,WeLoveTim2,174878047,Serecola
24,Night 0%wl,174351081,J-Klump
25,kusa boys,174237597,TFG
26,WeLoveTim6,173299229,Kitten☆
27,Luxvidia,172654743,Leisten
28,Royalty,172556249,Ashevish~
29,WeLoveTim5,172264260,Ω Shiraori
30,WeLoveTim3,172105804,vx
31,Realm,171975815,Aku
32,WeLoveTim4,171675117,DaVinci
33,Ever Tale,171537523,Tear
34,WeLoveTim,171119286,Zyf
35,Waifufans,170962804,elmoebuta
36,AtelierCT,169395633,Kurogane
37,BebekBakar,169042024,BB｜anzai
38,Falkonne,169011911,Sparrow 狐
39,Eclair,169004685,Zeftyy
40,Origin,167670064,TS
41,AEGISEoG,167437832,Racter
42,日本酒,167002922,臥室裡的琉璃在打炮
43,Wicked Fox,165976648,Xhian
44,TsunTsun,165677685,Omonomous
45,Salivation,164643955,Muse
46,Kyaruland,164621155,hori
47,Zero,164340375,Asariel
48,Re:wind,164164079,Mars°
49,Life Raft,164033902,AuraFly
50,Nousagis,163359667,Renne
51,「Onigiri」,163230244,Nyan'sKid
52,Midnight 2,162993353,Chio
53,Stealers,161856187,narzack~
54,Ignoto,160876930,JSar
55,Midnight,160665366,Shiroe
56,Maple Tree,160490234,Maddie
57,Femboys,160445238,Mega Milk
58,France,160220623,Nomis
59,Abyss,160056249,NysAshura
60,Mist,159638140,Nub
61,Gomen YUI,159141553,Nanashi
62,VnSharing,158883765,Artorias
63,Hololive,158717006,Pekora
64,Shrimp.exe,157945996,Avaradus
65,Fate,157870811,Kyo
66,ClubCosmos,156998589,Rimuru
67,Radiance,156854816,Osmium
68,Kokko Club,156740440,Rasec
69,Blush,155675287,Sam
70,Mafty,155583822,Erin
71,Hoji,155483302, Cheese
72,WeHateNph,155233099,Npheria
73,Dewar,153717915,Deecato
74,Pandaverse,153653420,Sirson
75,PrincessLa,153630407,Peloncho
76,BoarHat,153583558,Maximus
77,Symphonia,153493160,paoh
78,UragiriCat,153443930,Perruno
79,Spatzele,153103766,Inaaa
80,Light☆EMT,153011813,Zenovyx
81,Tojo Clan,152908821,lemonguy
82,ClanPotato,152837929,Sheiter
83,Weebs Out,152670652,Ame
84,WolKnights,152601542,czu0delta
85,Akukin,152583072,MadHatter
86,Niflheim,152538467,Xian
87,Owoboros,152331367,IndSek
88,JoJoBase,152246411,Janember
89,Vroom,152213664,Chie
90,bonboncult,151855827,not atk me
91,Prismatic,151811030,Yousomaru
92,GrandOrder,151755685,Satoshi
93,EQX Noon,151680289,JacobGP
94,HoloMyth,151649313,SkyDragger
95,Mythical★,151594072,ECHO
96,夜明け,151584933,Tsuki
97,Bakuhatsu,151494289,Megumin
98,AvgD,151295145,Knife
99,Milktea,151272800,Rie
100,Fox Sins,151272039,Jalonsof
101,EoS,151251451,Raven
102,Waifufans2,151250762,Adrien
103,Setoukai,151200080,KhadaSecks
104,1+1=3,151125555,Keelus
105,Yum,151122300,Mochi
106,Excedia,150984987,Dawn
107,Sanc,150869607,iansky
108,Neko Cafe,150830560,Wizi
109,Dreamer VN,150791080,Blue Tears
110,Subatomos,150649385,Baka
111,7 Clowns,150472707,Cantabrum 
112,SunShineVN,150416405,shirod
113,Misters,150200927,Spagoots
114,Re:Roll,150142696,Marchez
115,EQX Dawn,150112088,Less
116,MapleTree,149862088,Eternalis
117,TheOffice,149676089,Hollocho
118,dropkick,149475148,rara
119,Kaiba Corp,149183473,Monoultra
120,HsHome,148636870,Nanicorenu
121,TheMunchys,148611108,Yhit
122,梦NIGHTMARE,148494055,Yan
123,Flandore,148274076,LenXca
124,Depressed,148125142,qq
125,Fantasy,147784406,Kan
126,The Empire,147600520,Prismal
127,L.G.D,147578082,Kenji
128,Downtown,147513735,Fal
129,Pokkake,147194235,Apphole
130,FBIOpenUp,147063272,pipo
131,Awaken,146846938,riripwn
132,Kai Zen,146831844,HafaraSama
133,Tea Party,146328325,Rudeus
134,Ellinia,145976948,wutty
135,Re:Zero,145890521,r×ππ
136,Shikigami,145403827,Nova
137,Wyvern 13,145053366,SeulRay
138,Akari Cult,144989539,LuismyP
139,YabaiYabai,144903324,Kraylore
140,Moonlight,144887823,Canioden
141,Sritter,144720310,LeyChee
142,Ambition,144652600,H 狐
143,Tsuki,144459578,Yuuki
144,Kujira,144279788,Yukkiko
145,Waifufans3,143923811,Homie
146,StealJewel,143823618,Naniiiii
147,KururinPan,143649121,HYPE
148,4clan,143648037,Spaerk
149,NicoNico,143494792,wham
150,MapleTree,143315339,Millhiore
151,戦 Evolve,143118021,Aoimiruki
152,Feather,142980342,Dust
153,Moontights,142662927,NikeXTC
154,0x0,142460072,Red
155,KENUM ,142263882,マスター
156,UwUGirls,142227104,PandaKun
157,Fenrir,142014331,Kamehameha
158,Omnia,141906830,Riaky
159,Ganbatte!,141891418,Akram
160,Mystic,141324945,OmiD
161,PekoMiko,141195480,Gellal
162,Nobility,140812193,sojaes
163,WHSAcademy,140612195,Metastone
164,Anbu,140367550,Keiichi
165,Hestia,139424817,Valdis
166,Amber 火,138782341,Yajirushi
167,Waifu Meta,138718162,ムーギリ
168,KASKUS,138344772,zer0
169,Dark★EMT,138189771,Ayn
170,Salamander,138160952,Butterfly
171,Re:Salt,138077516,Ezo
172,SevenGates,137936688,7G☆Ging★
173,Uncharted,137462918,Another
174,CunnyInc.,137432812,Luciana
175,Sweatshop,137182527,kbh
176,IMAGINE,137139496,Zelthic
177,LostCause,137125305,PimekS
178,Aegis ,136990275,Jasawn
179,Phantasia,136916523,M
180,Elysian,136844392,カレイド
181,DNight Sky,136322429,Yuuki
182,Attic,136056550,PoorNic
183,Chupacabra,135049662,Alastor
184,Shibanban,134353366,Twick
185,Black Cat,133772689,Chris
186,vrai zero,133515398,Wolfnagi
187,Weebs,133429749,Fushi 
188,France:Re,133269267,Lydux
189,PAN,132596874,Alonso
190,NO RESIN,132570206,PohonSange
191,tit good,132545277,Sera
192,Cryolyte,131688101,Enviar
193,Heavenhold,131646563,Alter-Gran
194,<Baneados>,131619050,Luphelion
195,SoCal,131446847,Kiomi
196,Gourmet,131332907,Nguyen
197,Pleiades,131301279,Hika 猫
198,DLC CAFE,131244200,Lee
199,美食殿,131228574,ユウキ
200,Kali,131172043,Tiir
201,Melon パン,130535029,Shark
202,Takopa,130400031,AkitoEX
203,NSFW,130400029,Psyclops
204,AllForOne,130358302,Yuuki
205,Skyfarers,129626721,Iverna
206,Requiem,129529645,Not Joel
207,WeebLounge,129352034,Division
208,RED,129288079,Rasenryu
209,Rem Lovers,129238093,in0x
210,Friends,129113801,Dys
211,EOE,129091953,Oani
212,ShizuShizu,128821654,Kuraun
213,Lichyard,128785760,Xero
214,Origami,128718097,Soldeum
215,Valhalla,128630301,Ray
216,EX:Brave,128560878,Noxte
217,WorldOrder,128399810,EternalGod
218,nyab,128301757,Dangergun
219,Teh Slax,128240685,Pufftrees
220,Hinotori,128208769,Eva - 鶏
221,PecoLewds,128200938,あゆみ団長
222,CBT Gang,128151413,Seiba
223,Space,127957820,Elatha
224,MeatIsGod,127824394,Groob
225,Paladin,127602659,Yuukimura
226,Forced2pay,127275351,Mister
227,MajinGods,127178629,Loliseo
228,Taikonnect,127025595,Kaem
229,Starfall N,126825694,Megumin
230,LATIN@S,126807136,ll Zero ll
231,Gojo Fans,126469413,jak
232,Tenshoukai,126455970,Yumenano
233,DereDere,126280858,Choccy
234,Marigold,126274181,min (ミン)
235,Hatsu☆mimi,126181781,Natsumi~
236,One More!,126148884,Aegis
237,Mondstadt,125727500,Agus
238,Moon Tree,125670715,Rakuda
239,Winx Club,125287327,manaketez
240,Ahjin,124947976,Spidre
241,Illuminati,124909993,Lucciana
242,PrincessSR,124616208,Yuuki V2
243,Doge,124550511,Konpeko
244,Puzzles,124496084,Basil
245,Mofu Mofu,124435377,Expe
246,Tenryuu ,123219329,★ Kcalb ★
247,SleepyMats,123076692,Kareef
248,SOSBrigade,122880690,NovaKing
249,PrinsεxLa,122663530,Sayu-chan
250,Peco'sPeco,122343302,めんたいこ
251,Ascent,122249193,Synchro
252,Handfuls ,122186572,sey
253,S. Kinshi,122018406,Akio
254,ChaoGarden,121691159,Dante
255,Astoria,121648375,Shifune
256,RE:,121536496,Mar
257,PriNewYear,121459033,Yuute
258,Snowflakes,121401249,Woobles
259,Specialist,120394590,Ana
260,Boba,120096999,deebee
261,Tryhard,119784506,Hanashee
262,Waifu4Laif,119462995,kyo
263,Primrose,119321002,Palette
264,月夜の黒猫,119082898,Gericho
265,De'Empire,118956515,De'Keins
266,Lucina,118494450,iStebz
267,ZeeebFam,118472751,Hordian
268,Aki Kouhai,118358872,Hazeru
269,C I I C,118078488,Lazurak
270,TeaParty,117915630,Sehesael
271,Heaven,117598090,Tomoya92 
272,Choten,116854029,DarkGe
273,BattleBuds,116385987,Reality
274,Arknights,116253595,HungryMe
275,GawrGuraHQ,116018459,DMnyaPics
276,BLANKET,115969884,Xenoid
277,Hololive ,115836293,Serath
278,Matcha,114955349,Byrat
279,Thigh Men,114661347,Mico
280,Korosters,114638103,Saaya
281,Elfera,114557244,Weaver
282,Sent,114345231,SentryCore
283,Kappa Clan,112700094,Raka
284,TamakiGang,112467493,Loran
285,Ka Boom!!,112087449,D.A.30k
286,Red Army,112075669,RKudryavka
287,DELTA,111897909,VAZLEC
288,Leg Latina,111865051,Kayn
289,Mugae,111859141,ShinoTomoe
290,4ntureplay,111707768,Anecdote
291,Kaminari,111606353,Nagisa
292,NORTHWILDS,111255119,RYUGANorth
293,Solace,110854170,Tel
294,Bread Gang,110554490,Harzgard
295,OutlawStar,110084511,Mugen
296,Exodus,109899714,AngelVOC
297,Enet,109819774,Zeal
298,Pricunny,109379531,ChaiRaba
299,Korone,109198376,Anri
300,PandaClub,108851141,Gillian
301,IndoWar,108800033,Azterisk
302,Panda,108764860,Domaru
303,Maidos,108074160,Ocifer
304,uwumetic,107829251,Hakeru
305,ISEKAI V,107710750,Episode
306,Dramatica,107446882,s1ruth
307,Sparkling,107330212,Dunno
308,Creamation,107285621,Yuuki
309,Wut House,106187735,Wiggle
310,Waifu,106136940,ShadowFTL
311,PriconneID,106079834,ciri
312,Teamates,105925061,Jolt☆
313,Vanished,105711869,VA Tragedy
314,Paws,105473603,Acrzyguy
315,TinyHerb,105429545,Rain
316,Hololive,105238068,ティーザー
317,LilyPog,104708613,kowze
318,Solstice ,104564158,Yuu
319,Cinnamon,104312926,Yohanne
320,Peco.wav,104305640,Liesel
321,Clan CDF,104303516,Riyria
322,ハーレム王,104208926,クレオラ
323,Ahjin,104172292,Akatsky
324,Kokkonuts,104132511,MadeToMaid
325,Izanami,103986532,hltaker
326,NeropolisA,103973963,SerackSK
327,HAACHAMA,103806719,DarK
328,DGD,103707299,Kamina
329,Flashlight,103581528,Piixers
330,TakeItEasy,103562066,redo
331,F2PBTW,103221251,Megazers
332,Polaris’,103063486,Atofe
333,Gamer 会,102986219,Gordon
334,AvgD2,102852844,Jaxe
335,Hebe Hill,102837440,Exi
336,FuGs,102681165,Raider
337,HololiveLA,101903895,Kampunk
338,Asakusa,101577621,Sol
339,Nslb,101110959,Sabian
340,RatAegis,101103157,Tanishq
341,KingdomAR,100970780,Arphenia
342,Neehongo,100911138,AkaBaka
343,DragaliaSG,100779948,Shift
344,Cataclysm,100766223,Lunamiel
345,Wings INC.,100674790,wingstop
346,Roselia,100615373,Jake
347,Garuda,100606354,BeingX
348,Union,100583238,Exemplar
349,ViViVi,100363711,gowoon
350,Familia,100215741,Cake
351,Luminera,100144976,AakBamba
352,Bismarck,100061214,Larxe
353,MilkGod,99556458,WaffleIron
354,K.F.P,99475931,Utoko■
355,Nyanpasu,99373655,Daisuke
356,Traverse,99039131,Skyicing
357,AmeliaHQ,98960822,Loli Lime
358,Send help,98714439,Kaju
359,Ita-Legend,98560761,Calle91
360,RoyalFelt,98516872,Asira
361,GibWaifus,98472750,Darkdragon
362,Zephyr,98276663,Jrizzle
363,Astrum,98046708,Kyo
364,XCMoogles,97845712,Rald
365,Discrot,97766505,Erahase
366,Yabai Desu,97600417,Feny
367,Hololive,97025997,4649
368,REBELLION,97011296,NekoMG2
369,DLWarriors,96854988,GamRHero95
370,ThiccHeart,96843964,Makoto
371,Dangomunch,96729052,Neptune
372,INDONESIAN,96708322,FawnClaw
373,Descension,96627768,Azi
374,7thElement,96165526,Kaden
375,Summer,96138586,Ziltoid
376,Hololive,96137491,Shishiron
377,Mechafe,96063210,Mechaf
378,NekoLab! ,96030205,Kinohara
379,Gacha Hell,95583480,Astro
380,dark gang ,95532428,Regris
381,KGGI,95326522,Donoven
382,Slimearuji,94569814,Renleve
383,PR TEAM VN,94476405,Kano
384,Sad Sharks,94276922,Obsidian
385,Tea Party2,94171469,Sen
386,Fox Titans,94117308,(■x■)
387,Lux~ae,94034089,Tamhar
388,Smokin' C,93991052,Eli
389,River,93882538,チャンディー
390,KaiZephyr,93763849,Sepher
391,Melody♪,93675702,Wolke
392,PrincessFS,93386930,galleta
393,Waifu Hunt,93177079,MadWasabi
394,TrymenT,92911919,RM_MXDJ
395,ELT,92857110,RIN
396,PRZK,92811927,Ozrealix
397,Latinos MX,92542137,Chermy
398,Diliconne,92528288,Euclius
399,Yuru Camp,92470928,Karoshi
400,☆☆LAZe☆☆,92361910,awestyn
401,Jaegers,92010837,Anschluss
402,Axis Cult,91745247,Ryuuki
403,Gignomai,91475914,はじめ
404,Labyrinth,91276588,『Labby』
405,Kit Kat,91271166,notlinkin
406,Cafe Kani,91252668,Eilthis
407,Mekakucity,91158290,Shintaro
408,Knights LA,90956343,Kike
409,Eclipse,90800029,Zxadv
410,Weebs,90800026,Lysethia
411,AinSophAur,90800026,Mimmim
412,Highly UwU,90800023,Macroism
413,Sabnockers,90762116,Brazil
414,Hepburn,90751351,Selkie
415,MeowCafe,90730930,Girameow
416,Pequod,90619072,Bagarel
417,MapleTree,90324760,Xekie
418,Exaltia,90251823,Nyto
419,KyaruThigh,90130083,ゆめ
420,Pecoline,90031975,Noel
421,JoJoRef,90025462,Arap Petra
422,AyamBakar,90013553,Neoplasia
423,Z.H.P,89897845,Shark
424,Haru Haven,89889159,Guisterix
425,Crunchyrol,89810228,MantasChan
426,AWAKEN,89288378,Andell
427,Miku,89272583,Miku
428,Taurus,89224478,れい
429,GatoClub,89220382,GatitoMon
430,pepeL,89124777,Potato
431,Nousagi,88993936,Cyandel
432,Bonk,88651988,Jayson
433,Divinity,88523527,Yuhliel
434,Milk,88393402,molk
435,OverFly ES,88358601,RM Zero
436,Honey,88332649,Iuri
437,SIMPVTuber,88002043,Bima
438,AzurKnight,87975934,Teika
439,★★★HH★★★,87859519,Hygurozuto
440,Neo Magius,87720761,Naruko
441,Ducky,87428265,yong詠
442,CherryBois,87387916,Baka
443,Pecolines,87303152,Soul
444,TGM,87024702,Yarumada
445,PotumParty,86810932,Meow
446,Yggdrasil,86762045,Raz
447,WeebDaPepo,86709001,Runic
448,Megumi,86669542,Pots
449,Holo House,86521978,Kadra
450,Bullies,86485976,sevi
451,CCB,86328347,Shiina25
452,Neko Corp.,86292959,Strangelov
453,Legend,86182108,Shyc
454,Imperium,86120090,Nao
455,Chaldea,85954260,Data
456,Steve Club,85852008,Licia
457,Tiramisu,85837739,Nycris
458,Degenowets,85469307,XKaz
459,Biddies,85464355,Lulu
460,Usada Co.,85442374,Zo
461,Echoes,85152250,ミステール
462,LoliHentai,85146661,Lennartz
463,FuG,85019656,Turtle
464,Glory Hole,84958569,GH Thien
465,Indigo-Go,84907426,プロミ
466,Delicious!,84735733,Kujikawa
467,phantasmPH,84319009,Malice
468,DarkStrayX,84214568,Vayne
469,Casual,83949559,Chat
470,Pastel,83918541,Maygi
471,Hotglue,83912970,Gene
472,Gourmets,83910951,Soriu
473,Endless,83633898,Angel
474,DoggoReich,83611137,Gody
475,オCentoria,83519854,ズネIkazune
476,Paper Moon,83416753,Eri
477,MahoFanClb,83363740,Elmo
478,Furries,83328363,Rana
479,Clan,83277473,Brandy
480,KnightRaid,83115841,Katz
481,~Pandora~,83084896,XerxeAlice
482,Kyaru Cafe,82944466,Voidec
483,LoneFenrir,82894834,Lantha
484,LoliBuster,82872812,Xiong
485,Genesis,82716960,Astra
486,AozoraWing,82362105,HongBoi
487,Rebirth,82325727,Birdy
488,PrincessSL,82266425,Akuma
489,セラー,82243638,dandelyn
490,Halidom,82070769,Kinit
491,Deadbeats,82030796,Demonthief
492,DEGENERATE,81993001,Panda
493,Kenzoku,81703853,AllStar
494,MappleTree,81698112,Jiero
495,Khaenri'ah,81582397,Kholdy
496,Priconne,81573635,Oriole
497,Myujiku ♪,81412747,Julia
498,PlayAtWork,81143116,Robert
499,Galeforce,80909594,Munkus
500,CalliGuh!,80857026,Zyphodeu
501,Bad Omens,80636373,Dosnachi
502,FourShine,80400027,GustoWind
503,OtakuGuild,80400026,ShuOuma
504,Fun Island,80249122,Floyd
505,Beastfolk,80168546,NekoNyadia
506,NyankoDays,80109840,InuDemon
507,Team SUGU,79834323,Setsuna
508,Edelgang,79811749,Tristan
509,NeoSekai,79780137,Aizena
510,BananaMilk,79743735,ShinLao
511,The Bakery,79578389,Towasama
512,WaifuLand,79462706,Mugen
513,INAcent,79268948,Harue
514,Frontliner,79237203,GordEn
515,Lostbelt,79217779,Concord
516,Hololive ,79211507,Robit
517,FromZero,78903228,Medichen
518,Kitsunebi,78841435,Chremity
519,Lolis,78662959,RemUni
520,Luna,78367731,Akira
521,Overlap,78121135,Yuuki
522,Hololive,78117182,Xinahli
523,Nazarick,78105288,Snowind 
524,WaifuGuild,78060826,Kagezu
525,OJISAN,78016363,Jubei-chan
526,Peanut,77890591,Furotsu
527,Goon Guild,77808990,Krajako
528,Warlords ,77791075,namelesr34
529,Futas Only,77785356,リサ ☆ ～('▽^
530,Ragnarok,77772338,Snaw
531,Maple tree,77667668,Baka
532,Catgirls,77609805,Cookies
533,BSC,77606005,ふわふわパンダ
534,Chile CTM,77600620,carlosky
535,Hive,77466351,Hubby
536,LegionEren,77277350,XxSunderxX
537,Polaris,77184694,Eucliwood
538,HardCorps,77178038,Black
539,Strikers,77150450,MacBob
540,GAMBA,76746710,Inari
541,Famyth,76693590,Ryan
542,Shelter,76589430,Eunwoly
543,Hatdog,76557125,Aegis
544,Prismsun,76543057,Zeppel1n
545,Tea Party,76304947,ElfensCode
546,Maple Tree,76293489,Miscavel
547,Holy Relic,76228410,Sil'fer
548,Itogami,76172709,Kojou
549,Soft,76155102,Pikadrew
550,Slayers,76152246,Mystere
551,Jokers,76128302,VcldNut
552,Crimson,76051993,ホーク
553,Hololive草,75946393,Noctis
554,RabbitFoot,75913028,Lapin
555,Alma,75896055,Sthena
556,Connect4,75623626,HDKirin
557,Zephyrion,75523682,placey
558,Fatkb,75450299,Zerukun
559,Takodachi,75446772,Locke
560,We A Boo,75428461,Xilvemn
561,AoiSora,75329319,Ryc
562,GachaKings,75290514,Rakkii
563,FERDA Cats,75172596,KioKamX100
564,Nazarick,74755979,Totbot
565,Inquisitio,74709454,Roko
566,ケモノミミ,74542133,Heroshi
567,DHARK,74398564,@Skadi
568,Uprising,74371864,Algota
569,Twilight,74331913,DoReMi
570,Sushi Bar!,74303204,Alerion
571,Maple,74293208,Phaenna
572,TrueLumi,74193958,Yuuki
573,FGO is fun,74147712,Mirai
574,Sanctuary,74090820,Haruto
575,Cardboard,74008348,Pell
576,Waffles,73918177,Puddin
577,Muffins,73908757,Profen
578,GOMEN YUI!,73761840,Pain3
579,QuackClube,73738526,Storm
580,PecoPeco,73570751,Sekuhara
581,Furinkazan,73530373,Zag
582,KitosVille,73438841,Kitosan2
583,Priconne M,73404921,Priconne M
584,CrimsonVow,73376358,Eevee
585,Karylovers,73308934,Fujimaru
586,Phantom,73081511,phivu
587,BGG,73017170,Votens
588,Jesta,72990887,Kha
589,Bakaforce ,72762330,Rem
590,NakiriGumi,72600020,Verzex
