Rank,Clan Name,Score,Leader Name
1,Sky,609179193,Houshou☆
2,Scarlet,607618403,Djk
3,KannaCult,604066815,TearGrants
4,Ethereal,593215187,Pang
5,Oasint,591681183,Miyuki
6,Weepo,591660528,peng
7,KyaruSigh,591356629,Umaru
8,BrickerSSS,590279146,Krizz
9,SarintCult,590030448,HuggyF2p
10,Sweatint’,589622463,Phoenix
11,Beepo,587511320,thief
12,Yuibats,586815507,Tomo
13,Imanity,578983448,Yon
14,MegaMilk,571967931,baeck
15,FuwaFuwa,559904734,Chiyo
16,Eternum,558491010,Jester
17,Re:wint,558209210,Mars
18,The Mist海霧,556123859,Muai
19,DingleD☆ng,555199990,Golem
20,PecoClub,555000102,MrWolf
21,Haunted,554294102,Venom
22,Invidia,551019937,Ring
23,Ghosts,550517197,Lino
24,Night Owls,550171574,Zennou
25,We Auto CB,549677694,Zyf
26,VG-MightS,549040288,Kishi-kun
27,DankSoul,548908786,Nervus
28,Carnage,548379901,11
29,EoS,547630110,Raven
30,We AUTOCB3,546125924,Ekzann
31,WE AUTOCB2,545658960,Serecola
32,CafeQuanta,545095619,Ghiradell
33,AEGIS,540656971,Racter
34,Neko Nyaan,540351890,Sashandra
35,Ace Fans,536936415,Ace
36,「Onigiri」,535072256,Nyan'sKid
37,WE AUTOCB4,533943081,Lovely
38,Royalty,527759686,Ashevish
39,Salivation,527468793,Muse
40,Zero,518771844,Asariel
41,Prismatic,518128980,Yousomaru
42,Eclair,517430695,Zeftyy
43,日本酒,516658148,臥室裡的琉璃在打炮
44,We AutoCB5,514768793,Phoenix
45,Midnight,513921221,Dalamar
46,Ever Tale,512704313,Tear
47,Wu,512567666,=mio=
48,Eden,511256556,MSTKid
49,Realm,502020940,Aku
50,Weebs Out,499257923,Rexxa
51,Kenjataimu,499244826,Kitten☆
52,Origin,497823417,TS
53,Ignoto,497037192,JSar
54,VnSharing,494586519,Artorias
55,Wicked Fox,493690502,Foxy
56,France,489539182,Nomis
57,Solace,488897490,Losara
58,ArchZero,486251237,Rimuru
59,Waifufans,485083389,elmoebuta
60,Eclipse,483768598,Wolf
61,TsunTsun,483692569,Omonomous
62,Sent,483360309,SentryCore
63,Mist,482089364,Nub
64,Abyss,474964903,NysAshura
65,Nousagis,473425903,Renne
66,WeHateNph,472404269,Npheria
67,Kokko Club,471086388,Rasec
68,BoarHat,468368226,Tendou 
69,Maple Tree,467196753,Maple
70,Fate,467105895,Kyo
71,Re:Roll,465153765,ckrash
72,kusa boys,463775137,TFG
73,4clan,462906650,Spaerk
74,PrincessLa,462790851,Peloncho
75,WolKnights,461246764,Kaia
76,Uncharted,460346940,Another
77,Tentaclan,459502219,Sunkaze
78,Blush,458975717,Sam
79,Pain Peko,458385077,Ascho
80,Life Raft,457268373,AuraFly
81,Ambition,456939213,Ichi
82,Akukin,456631164,MadHatter
83,Feather,455535435,Dust
84,AtelierCT,454969976,Kurogane
85,Tsuki,454803660,Yuuki
86,Luxuria,454541452,Leisten
87,TheOffice,453054145,Hollocho
88,AvgD,453028012,Ted
89,Kyaruland,452333349,hori
90,Weebs,451803854,Fushi 
91,Vroom,449855256,Chie
92,Fox Titans,448868536,Berto
93,HoloMyth,448602734,SkyDragger
94,Wyvern 13,447800093,SeulRay
95,UwUGirls,447119972,Joey
96,Forced2pay,447015281,Mister
97,Light☆EMT,446797627,Zenovyx
98,Akari Cult,443855922,LuismyP
99,戦 Evolve,443846995,Aoimiruki
100,夢スター,442352551,悪夢スター
101,Gomen YUI,441062271,Nanashi
102,Sanc,440899408,iansky
103,Hololive,440861945,Pekora
104,Neko Cafe,440726068,Wizi
105,Downbad,440717872,Fal
106,BGG,440547419,SpokBlok
107,Kaiba Corp,440002923,Monoultra
108,Hatdog,438648368,Missa
109,Melon パン,438413269,Shark
110,NicoNico,437937423,wham
111,Awaken,437620432,riripwn
112,Kujira,437306560,Yukkiko
113,Ganbatte!,436427108,Akram
114,Misters,436002396,Spagoots
115,Waifufans2,435862929,Adrien
116,Setoukai,435645268,Yumenano
117,YabaiYabai,434832369,Kraylore
118,PekoMiko,434257045,Gellal
119,Yum,431192633,Mochi
120,7 Clowns,430693262,Cantabrum 
121,VG-MightSC,430260914,Malv
122,夜明け,429412005,Tsuki
123,Fantasy,428782316,Kan
124,1+1=3,427613107,Keelus
125,Midnight 2,427075019,Legend27
126,Waifu Meta,426135378,ムーギリ
127,MapleTree,425443684,Eternalis
128,Hoji,425024851, Cheese
129,Fox Sins,424231398,arnaull06
130,Kai Zen,424124446,HafaraSama
131,GrandOrder,423346998,Satoshi
132,Niflheim,422589750,Xian
133,FBIOpenUp,421922216,pipo
134,Flandore,419652251,LenXca
135,Re:Zero,419338374,ram
136,BebekBakar,419211743,BB｜anzai
137,Anbu,419209457,Keiichi
138,EQX Dawn,419141370,Juanchi
139,IMAGINE,417975244,sleepyhead
140,Re:Salt,417671903,Ezo
141,ClanPotato,416969444,Sheiter
142,Hepburn,416962434,Daigo††
143,Boba,416790838,deebee
144,UragiriCat,416446831,Azhriel
145,Pandaverse,416372961,Sirson
146,Hikari,416355560,Mingui
147,DereDere,416099236,Yuuki(D)
148,L.G.D,415164502,Kal’tsit
149,Mystic,415156023,OmiD
150,Hestia,415138388,Maven
151,ネINVERSE ■,414434063,Reimu
152,WHSAcademy,413852715,Metastone
153,Dewar,412674952,Deecato
154,Sritter,412271191,BishA
155,Mythical★,411928250,Echo
156,Aegis ,411738144,Jasawn
157,Omnia,410858008,Riaky
158,KururinPan,410756751,HYPE
159,Subatomos,410746911,Baka
160,Ellinia,409649431,wutty
161,Spatzele,406473453,Rena
162,France:Re,406439706,リヂウクス
163,Milktea,406090313,Rie
164,Tojo Clan,405521295,lemonguy
165,KENUM ,405037708,マスター
166,Goats,403864976,Viscule
167,AoiAoi,403716996,OmniRaka
168,Dreamer VN,403396485,Derumu
169,Nobility,403093350,seajos
170,Sweatshop,401038001,kbh
171,Mudamaid,400817395,Benedetta
172,Bakuhatsu,399404732,Megumin
173,CunnyInc.,399108945,Luciana
174,Shibanban,398681141,Twick
175,Ka Boom!!,398265702,Boomking
176,PinoyPride,397751793,カレイド
177,Ouroboros,397058007,Noah
178,Creamation,396819328,Yuuki
179,0x0,395856035,Red
180,PecoLewds,393996333,SarenMama
181,Fenrir,390126710,Kurikari
182,Shikigami,389306601,Nico
183,Moonlight,388474095,Canioden
184,MapleTree,388470352,Millhiore
185,Radiance,383171121,Osmium
186,Mondstadt,382888751,Agus
187,SunShineVN,381635109,shirod
188,TheMunchys,381428072,iDomo
189,Amber 火,381082880,Yajirushi
190,PAN,380992123,Alonso
191,Tea Party,380842413,Rudeus
192,SevenGates,379522036,7G☆Ging★
193,Space,377311832,Elatha
194,Skyfarers,376603831,Iverna
195,Cryolyte,375994988,Enviar
196,Snowflakes,375721815,Woobles
197,FTQ,375453499,Altriaki
198,Lunarian,375362317,Kano
199,梦NIGHTMARE,374785054,Yan-chan
200,Moontights,374568862,Farnlock
201,DLC CAFE,373946707,Lee
