Rank,Clan Name,Score,Leader Name
1,MimiVision,764391095,Houshou☆
2,KannaCult,753201496,TearGrants
3,Oasint,741347379,Miyuki
4,Sweatshop,737517329,Phoenix
5,SarintCult,735831658,HuggyF2p
6,Ethereal,732714281,Pang
7,BrickerSSS,731590217,Krizz
8,Yuibricks,719031341,Tomo
9,KyaruInt,714836773,Umaru
10,Weepo,707600112,peng
11,Imanity,704189079,Yon
12,Beepo,703646781,thief
13,MegaMilk,691088648,baeck
14,Scarlet,684965565,Djk
15,The Mist海霧,684214867,Muai
16,Carnage,683003672,11
17,Ghosts,681012781,Lino
18,We AUTOCB3,679431391,Ekzann
19,EoS,678164891,Raven
20,Eternum,673532210,Jester
21,Haunted,670428007,Venom
22,WE AUTOCB2,669412493,Serecola
23,Re:wint,665794227,Mars
24,CafeQuanta,664796802,Ghiradell
25,DankSoul,662566977,Nervus
26,WE AUTOCB4,661415233,Lovely
27,Night Owls,660965678,Zennou
28,VG-MightS,660812506,Kishi-kun
29,PecoClub,660533443,MrWolf
30,Intvidia,658016488,Ring
31,AEGIS,650937281,Racter
32,FuwaFuwa,650062754,Chiyo
33,Fukano,647279630,Golem
34,Royalty,645890069,Ashevish
35,Ace Fans,645811120,Ace
36,Neko Nyaan,644869299,Sashandra
37,We Auto CB,642644627,Zyf
38,「Onigiri」,642571561,Nyan'sKid
39,We AutoCB5,641185603,Phoenix
40,日本酒,635134826,臥室裡的琉璃在打炮
41,Zero,630178518,Asariel
42,Salivation,629312232,Muse
43,Wu,627978828,=mio=
44,Ever Tale,625841353,Tear
45,Ignoto,624653530,JSar
46,France,622571528,Nomis
47,Realm,621400465,Aku
48,Eclair,621162228,Zeftyy
49,Kenjataimu,620701864,Kitten☆
50,Eden,615400103,MSTKid
51,Midnight,614822891,Dalamar
52,Weebs Out,614120342,Rexxa
53,Wicked Fox,611799804,Foxy
54,TsunTsun,600292150,Omonomous
55,Waifufans,596653987,elmoebuta
56,Sent,593962612,SentryCore
57,Origin,580646571,TS
58,Eclipse,578597230,Wolf
59,Abyss,572406120,NysAshura
60,VnSharing,572271046,Artorias
61,Kokko Club,572171183,Rasec
62,Solace,571012228,Losara
63,Mist,570423094,Nub
64,ArchZero,564687580,Rimuru
65,Blush,564302434,Sam
66,Re:Roll,562951850,ckrash
67,WeHateNph,561847210,Npheria
68,Akukin,558691704,MadHatter
69,Fate,556447573,Kyo
70,Luxuria,555055712,Leisten
71,Pain Peko,554914286,Ascho
72,Tentaclan,554442237,Sunkaze
73,4clan,553577577,Spaerk
74,TheOffice,553454332,Hollocho
75,BoarHat,553134950,Tendou 
